HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Minimum Submitted Charge Amount,Maximum Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Allowed Amount,Minimum Medicare Allowed Amount,Maximum Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Medicare Payment Amount,Minimum Medicare Payment Amount,Maximum Medicare Payment Amount,Standard Deviation of Medicare Payment Amount
35190,Repair of abnormal artery-vein connection in arms or legs,N,O,11,12,11,12,1946.00,405.00,4030.00,924.65,718.14,133.37,913.90,210.83,568.41,106.70,731.12,165.21
35201,Repair of blood vessel of neck,N,F,415,541,513,524,2728.87,193.75,10517.00,1541.41,703.03,60.02,1588.07,316.56,557.81,48.02,1270.46,254.03
35206,Repair of blood vessel of arm,N,F,1204,1799,1721,1743,2419.86,130.00,18750.00,1322.09,646.07,13.69,1027.88,227.10,513.62,0.00,822.30,182.72
35206,Repair of blood vessel of arm,N,O,11,12,12,12,2273.57,1456.10,3633.00,569.69,658.57,385.55,845.24,183.31,517.52,308.44,676.19,143.69
35207,Repair of blood vessel of hand or finger,N,F,223,340,261,263,3309.86,392.94,19150.00,2310.48,619.12,56.54,2162.31,338.20,492.52,45.23,1729.85,272.50
35211,Repair of blood vessel of chest on heart-lung machine,N,F,280,417,408,410,3896.58,123.90,13559.00,2441.45,560.21,85.88,1539.59,379.10,443.68,0.00,1231.67,303.01
35216,Repair of blood vessel of chest,N,F,287,393,372,384,4523.96,170.00,13780.00,2516.11,1481.07,137.06,3074.57,720.57,1180.37,109.65,2459.66,577.65
35221,Repair of blood vessel of abdomen,N,F,1026,1541,1467,1479,4025.64,119.72,17123.73,2148.55,1038.42,84.29,2348.89,482.83,825.58,0.00,1879.11,385.75
35226,Repair of blood vessel of leg,N,F,1930,4170,3864,3931,2553.04,62.73,21968.50,1570.49,620.23,52.89,1558.86,294.73,493.36,0.00,1247.09,236.18
35231,Repair of blood vessel of neck with vein graft,N,F,94,153,141,145,4122.06,255.00,9042.00,1943.11,846.12,94.87,1469.79,356.12,669.45,75.90,1175.83,282.10
35236,Repair of blood vessel of arm with vein graft,N,F,395,598,570,584,2986.57,160.00,12973.00,1657.21,829.33,65.44,1211.83,281.80,659.97,0.00,969.46,228.74
35241,Repair of blood vessel of chest with vein graft on heart-lung machine,N,F,64,163,161,161,3079.69,266.28,10164.00,2048.01,470.46,91.13,1525.00,360.19,370.88,29.80,1220.00,288.33
35246,Repair of blood vessel in chest with vein graft,N,F,35,37,37,37,3597.25,406.30,9779.00,2417.22,897.18,112.77,1784.31,531.95,717.74,90.22,1427.45,425.56
35251,Repair of blood vessel of abdomen with vein graft,N,F,145,193,187,187,5091.78,442.00,12431.00,2359.11,1172.55,129.82,2075.43,549.49,916.49,75.27,1660.34,441.72
35256,Repair of blood vessel of leg with vein graft,N,F,409,524,493,497,3015.92,168.00,12547.00,1672.09,766.77,69.53,1687.41,329.58,609.72,0.00,1349.93,267.12
35261,Repair of blood vessel of neck with graft,N,F,102,234,227,230,2982.16,250.00,9523.00,1540.76,626.57,69.76,1315.78,402.79,496.10,55.81,1052.62,316.40
35266,Repair of blood vessel of arm with graft,N,F,254,374,365,372,2843.24,170.00,9154.00,1496.59,710.82,57.25,1149.00,254.83,560.92,0.00,919.20,209.36
35271,Repair of blood vessel of chest with graft on heart-lung machine,N,F,121,170,152,152,4292.05,192.38,12573.00,2795.89,606.66,85.89,1608.41,394.38,482.43,0.00,1286.73,317.68
35276,Repair of blood vessel of chest with graft,N,F,42,43,43,43,4018.07,480.00,8506.00,2194.59,781.29,90.19,1671.62,532.72,625.03,72.15,1337.30,426.18
35281,Repair of blood vessel of abdomen with graft,N,F,151,178,170,170,4657.31,414.00,12966.00,2643.34,1086.81,120.21,2542.40,607.72,858.85,0.00,2033.92,495.62
35286,Repair of blood vessel of leg with graft,N,F,659,936,917,925,2932.62,66.37,12973.00,1726.93,623.76,60.25,1555.11,322.98,494.84,0.00,1244.09,260.37
35301,Removal of blood clot and portion of artery of neck,N,F,7240,68483,65151,68021,2905.94,68.81,24000.00,1665.01,843.12,68.60,1412.89,380.36,668.53,0.00,1130.31,302.16
35301,Removal of blood clot and portion of artery of neck,N,O,91,125,124,125,2731.59,275.00,8250.00,1731.55,881.96,133.19,1279.54,396.86,697.68,16.48,1023.63,324.86
35302,Removal of blood clot and portion of artery of upper thigh,N,F,1697,3311,3166,3240,2913.35,68.25,45000.00,1798.91,819.28,68.25,2047.64,387.14,650.19,0.00,1638.11,309.97
35303,Removal of blood clot and portion of artery of lower leg,N,F,801,1220,1193,1215,2954.14,174.00,14390.00,1616.92,897.74,78.59,1551.83,422.59,710.51,0.00,1241.46,342.23
35304,Removal of blood clot and portion of artery of lower leg,N,F,331,401,399,399,3170.56,200.00,14310.00,1881.19,917.63,85.21,1727.40,434.38,726.46,0.00,1381.92,351.72
35305,Removal of blood clot and portion of artery of lower leg,N,F,393,509,503,507,3252.42,129.28,12884.00,1918.95,711.34,79.48,1657.21,382.28,565.69,39.97,1325.77,307.38
35306,Removal of blood clot and portion of artery of lower leg,N,F,93,114,100,100,1227.99,130.00,3556.00,681.08,368.08,60.22,569.27,184.28,292.47,48.18,455.42,148.26
35311,Removal of blood clot and portion of artery of neck,N,F,34,42,42,42,4178.40,825.00,15500.00,2795.05,1071.48,117.50,1851.03,563.77,857.18,94.00,1480.82,451.02
35321,Removal of blood clot and portion of artery of upper arm,N,F,324,592,557,589,2197.15,137.23,7345.00,1206.81,800.37,61.60,1192.82,264.08,639.81,49.28,954.26,211.15
35331,Removal of blood clot and portion of artery of abdominal aorta,N,F,262,339,338,338,3464.88,265.00,14159.00,1930.01,702.58,94.04,2501.78,456.49,559.08,73.92,2001.42,362.97
35341,Removal of blood clot and portion of artery of abdominal organ,N,F,217,305,266,268,4522.58,420.00,11770.00,2419.85,832.36,88.75,2338.35,483.44,663.66,37.95,1870.68,388.51
35351,Removal of blood clot and portion of artery of groin,N,F,745,1256,1203,1232,3178.06,210.00,13030.00,1667.68,992.11,81.43,2134.79,493.91,792.11,35.12,1707.83,395.96
35355,Removal of blood clot and portion of artery of upper thigh,N,F,1233,2937,2806,2870,3168.86,43.43,13108.00,1914.14,707.45,37.18,1939.26,353.27,562.46,29.74,1551.41,282.22
35361,Removal of blood clot and portion of artery of abdominal aorta and groin artery,N,F,34,35,35,35,4216.46,300.00,15962.00,3036.35,1121.79,116.96,2261.36,605.20,897.43,93.57,1809.09,484.16
35363,Removal of blood clot and portion of artery of abdominal aorta and upper thigh artery,N,F,40,180,125,180,2754.84,482.00,10515.00,1040.36,1791.76,240.45,2331.57,373.04,1432.68,192.36,1865.26,298.25
35371,Removal of blood clot and portion of artery of upper thigh artery,N,F,3630,10838,10317,10536,2485.23,85.70,22000.00,1515.42,527.71,37.16,1651.91,249.10,419.13,0.00,1321.53,198.78
35371,Removal of blood clot and portion of artery of upper thigh artery,N,O,18,21,20,20,2279.87,363.00,5384.00,1152.90,498.59,56.32,1101.27,294.73,398.87,45.06,881.02,235.78
35372,Removal of blood clot and portion of artery of upper thigh artery,N,F,2213,5103,4837,4955,2757.88,40.95,22000.00,1600.02,586.33,37.34,1795.58,295.15,466.34,0.00,1436.46,235.21
35372,Removal of blood clot and portion of artery of upper thigh artery,N,O,11,12,12,12,2817.32,992.41,4056.00,1040.41,685.01,480.81,1125.16,213.37,548.01,384.65,900.13,170.70
35390,Reoperation of carotid artery removal of blood clot and portion of affected artery more than one month after original procedure,N,F,707,1047,1032,1044,588.62,25.99,7500.00,629.46,130.01,20.12,199.93,60.09,102.62,6.24,159.94,48.27
35400,Examination of blood vessel or graft using an endoscope,N,F,121,303,292,303,512.73,100.00,2835.00,363.16,155.08,21.05,201.35,23.53,122.99,16.84,161.08,19.41
35450,Balloon dilation of narrowed or blocked kidney or abdominal organ artery,N,F,111,163,146,148,1869.43,263.55,6000.00,1167.31,393.71,34.13,868.95,152.87,310.11,0.00,695.16,127.90
35452,Balloon dilation of narrowed or blocked aorta,N,F,82,96,96,96,1712.15,221.64,8952.00,1694.17,197.40,22.85,399.49,88.62,157.58,18.28,319.59,70.92
35458,Balloon dilation of narrowed or blocked upper arm artery,N,F,414,943,810,897,1526.95,150.00,5440.00,883.01,377.10,31.89,884.24,135.62,299.46,0.00,707.39,109.51
35458,Balloon dilation of narrowed or blocked upper arm artery,N,O,12,13,12,12,1417.77,721.00,2500.00,543.47,314.31,227.54,552.44,117.01,251.45,182.03,441.95,93.61
35460,Balloon dilation of narrowed or blocked vein,N,F,716,4530,3512,4262,925.96,150.00,6120.12,524.13,226.48,135.10,2467.21,143.44,180.25,0.00,1970.22,114.77
35460,Balloon dilation of narrowed or blocked vein,N,O,13,15,14,14,929.50,270.20,1782.00,362.91,186.67,135.10,351.97,60.86,149.33,108.08,281.58,48.69
35471,Balloon dilation of narrowed or blocked organ artery,N,F,2737,6662,5778,6017,3068.28,275.76,27274.00,2813.91,505.85,154.81,901.83,77.74,401.65,0.00,721.46,65.03
35471,Balloon dilation of narrowed or blocked organ artery,N,O,225,996,792,861,6568.59,250.00,17325.00,3421.48,1646.95,250.00,3829.19,431.78,1306.00,45.00,3063.35,346.39
35472,Balloon dilation of narrowed or blocked aorta,N,F,408,533,521,528,2335.92,305.25,11733.00,2125.00,238.46,0.01,472.93,83.81,188.12,0.00,378.34,67.54
35472,Balloon dilation of narrowed or blocked aorta,N,O,41,153,140,153,4570.18,2072.00,17325.00,2263.70,1065.10,125.12,2530.00,264.89,851.71,100.10,2024.00,210.52
35475,Balloon dilation of narrowed or blocked upper arm artery,N,F,4223,19897,17375,19429,2530.51,1.50,21000.00,1953.10,487.45,1.50,2101.77,151.40,387.14,0.00,1677.69,121.85
35475,Balloon dilation of narrowed or blocked upper arm artery,N,O,969,31102,23622,30158,5743.85,425.00,17325.00,1536.18,2240.30,347.07,3448.45,269.50,1767.30,30.00,2758.76,213.54
35476,Balloon dilation of narrowed or blocked vein,N,F,6496,122019,87741,109754,1790.44,114.00,27004.66,1565.86,283.46,33.89,1924.58,103.75,224.59,0.00,1539.66,82.59
35476,Balloon dilation of narrowed or blocked vein,N,O,1269,164820,94628,141370,4373.71,344.32,11025.00,1209.49,1510.11,344.32,2322.80,175.92,1192.77,0.00,1858.24,141.09
35500,Harvest of upper arm vein segment for leg or heart artery bypass,N,F,436,659,639,648,907.90,35.00,4244.00,553.03,269.18,35.00,434.32,119.51,213.51,0.00,347.46,96.53
35501,Bypass of diseased or blocked artery (neck to brain artery),N,F,130,146,145,146,3811.30,219.78,10099.00,1892.53,1194.10,63.92,1972.95,610.22,953.74,51.14,1578.36,486.90
35506,Bypass of diseased or blocked artery (neck to chest artery),N,F,77,86,85,85,3752.07,133.00,13500.00,2348.68,1077.98,112.88,1625.43,501.02,840.22,90.30,1300.34,406.99
35508,Bypass of diseased or blocked artery (neck to brain artery),N,F,23,41,40,40,2745.54,2.64,6815.00,1565.95,568.57,2.64,1860.40,447.72,454.86,2.11,1488.32,358.18
35509,Bypass of diseased or blocked artery (neck to opposite neck artery),N,F,29,29,29,29,3422.00,420.00,7665.00,2003.11,1137.83,141.22,1935.85,560.72,910.27,112.98,1548.68,448.57
35510,Bypass of diseased or blocked artery (neck to arm artery),N,F,26,27,27,27,3784.04,250.00,11177.00,2297.51,1076.45,103.84,1573.86,453.18,861.16,83.07,1259.09,362.55
35512,Bypass of diseased or blocked artery (chest to arm artery),N,F,16,18,16,18,3148.61,450.00,5523.00,1466.10,1121.37,159.90,1476.68,384.45,897.10,127.92,1181.34,307.56
35516,Bypass of diseased or blocked artery (chest to arm artery),N,F,12,12,12,12,2972.75,600.00,5367.00,1561.22,933.88,155.11,1485.89,539.70,747.10,124.09,1188.71,431.76
35521,Bypass of diseased or blocked artery (arm to upper leg artery),N,F,39,45,43,44,3227.99,370.00,13700.00,1925.00,1009.04,101.79,2348.25,525.89,807.23,81.43,1878.60,420.71
35522,Bypass of diseased or blocked artery (arm to arm artery),N,F,97,102,101,101,3174.61,280.00,8257.00,1410.33,989.52,80.23,1481.34,425.64,778.05,14.91,1185.07,349.00
35523,Bypass of diseased or blocked artery (arm to arm artery),N,F,137,165,162,165,3346.72,237.00,9954.00,1756.57,1155.63,162.93,1715.56,426.30,924.50,130.34,1372.45,341.04
35525,Bypass of diseased or blocked artery (arm to opposite arm artery),N,F,172,204,203,203,3048.93,340.00,8897.00,1551.08,1025.01,146.29,1526.46,381.01,812.05,0.00,1221.17,311.05
35526,Bypass of diseased or blocked artery (chest to neck artery),N,F,22,27,27,27,3603.06,450.60,12205.00,2459.81,1122.89,149.54,2152.56,570.90,898.31,119.63,1722.05,456.72
35531,Bypass of diseased or blocked artery (abdominal to abdominal artery),N,F,115,130,120,120,4855.53,408.91,12373.00,2421.94,1457.25,144.56,2904.59,780.52,1165.56,115.65,2323.67,624.21
35533,Bypass of diseased or blocked artery (arm to upper leg artery),N,F,59,64,63,63,3625.82,88.55,19900.00,2890.96,1048.57,88.55,2516.72,689.84,827.74,70.84,2013.38,548.14
35535,Bypass of diseased or blocked artery (liver to kidney artery),N,F,22,22,22,22,5278.26,1200.00,9500.00,2238.33,1310.76,121.10,2031.49,658.94,966.31,0.00,1557.16,566.41
35537,Bypass of diseased or blocked artery (aorta to groin artery),N,F,19,19,19,19,6998.38,1540.20,17760.00,3470.18,1484.72,167.76,2527.89,856.32,1187.77,134.21,2022.31,685.06
35538,Bypass of diseased or blocked artery (aorta to groin and opposite groin artery),N,F,25,28,28,28,6040.63,1149.20,9416.00,2574.08,1794.98,215.15,2697.46,950.43,1434.52,172.12,2157.97,759.57
35539,Bypass of diseased or blocked artery (aorta to upper leg artery),N,F,20,20,20,20,5129.88,940.00,8986.00,2410.31,1720.42,48.32,2678.05,845.19,1376.33,38.66,2142.44,676.16
35540,Bypass of diseased or blocked artery (aorta to upper leg and opposite upper leg artery),N,F,84,98,98,98,6602.65,2500.00,21000.00,2781.82,2602.72,839.89,4084.88,447.51,2081.04,671.91,3267.90,357.75
35556,Bypass of diseased or blocked artery (upper to lower leg artery),N,F,2444,5292,5160,5275,3553.95,89.55,19950.00,1880.79,1138.64,14.03,1922.90,503.45,902.08,0.00,1538.32,403.14
35558,Bypass of diseased or blocked artery (upper leg to opposite upper leg artery),N,F,400,477,468,474,3271.48,198.90,15000.00,1700.06,936.80,79.96,1911.98,468.38,740.65,0.00,1529.58,379.14
35560,Bypass of diseased or blocked artery (aorta to kidney artery),N,F,37,43,42,42,5511.37,701.90,25332.00,4424.92,1118.36,136.88,2716.35,695.89,894.25,109.50,2173.08,556.35
35563,Bypass of diseased or blocked artery (groin to opposite groin artery),N,F,30,33,32,32,3586.21,229.41,7134.08,2127.46,1067.19,210.98,1960.38,630.06,853.75,168.78,1568.30,504.05
35565,Bypass of diseased or blocked artery (groin to upper leg artery),N,F,227,261,256,257,3428.79,219.00,16372.00,2038.42,1036.39,87.98,2038.22,512.50,824.73,0.00,1630.58,410.69
35566,Bypass of diseased or blocked artery (upper leg to lower leg artery),N,F,2220,4668,4537,4653,4274.97,101.20,20718.00,2301.25,1384.11,101.20,2343.66,584.27,1098.87,80.96,1874.93,466.07
35570,Bypass of diseased or blocked artery (lower leg to opposite lower leg artery),N,F,103,123,121,123,4041.55,415.75,8837.00,1641.44,1149.09,95.81,1725.93,451.94,908.93,0.00,1380.74,369.42
35571,Bypass of diseased or blocked artery (lower leg to lower leg artery),N,F,1207,2003,1946,1982,3694.43,25.00,17202.00,2065.25,1133.60,25.00,2276.57,475.43,902.75,0.00,1821.26,381.98
35572,Harvest of vein segment (upper leg to thigh),N,F,479,1129,1075,1094,913.72,58.00,4147.33,561.07,283.05,43.60,467.37,127.37,226.13,24.45,373.90,102.27
35583,Bypass of diseased or blocked artery (upper leg to lower thigh artery),N,F,966,1754,1717,1750,3676.54,60.00,11940.00,1817.86,1187.23,60.00,2134.73,526.24,942.80,0.00,1707.78,421.19
35585,Bypass of diseased or blocked artery (upper leg to lower leg artery),N,F,1078,1939,1898,1934,4087.54,282.94,14400.00,2057.10,1397.54,0.67,2366.61,599.49,1112.77,0.54,1893.29,479.81
35587,Bypass of diseased or blocked artery (lower thigh to lower leg artery),N,F,191,236,233,234,3380.96,160.00,10746.00,1678.53,1138.37,116.17,1855.08,509.06,905.87,32.62,1484.06,410.82
35600,Harvest of an arm artery segment,N,F,900,2712,2656,2657,721.17,36.00,4252.00,590.54,184.37,29.50,345.19,102.84,146.04,0.00,276.15,81.89
35601,Bypass of diseased or blocked artery (neck to brain artery),N,F,157,206,205,205,3467.37,147.70,11910.00,1857.02,1168.02,101.86,1906.39,528.12,925.88,46.22,1525.11,422.99
35606,Bypass of diseased or blocked artery (neck to chest artery),N,F,769,1031,1022,1027,3455.16,71.58,10977.00,1885.88,908.65,71.58,1612.40,443.51,717.98,0.00,1289.92,359.86
35612,Bypass of diseased or blocked artery (chest to opposite chest artery),N,F,18,27,27,27,1880.42,470.58,4179.00,1152.23,773.83,72.19,1201.70,348.48,619.07,57.75,961.36,278.78
35616,Bypass of diseased or blocked artery (chest to arm artery),N,F,48,72,72,72,2901.31,360.00,7416.00,1524.91,896.54,73.31,1369.53,392.17,704.47,0.00,1095.62,323.81
35616,Bypass of diseased or blocked artery (chest to arm artery),N,O,2,11,11,11,14.55,10.00,15.00,1.44,14.55,10.00,15.00,1.44,3.29,2.82,8.00,1.49
35621,Bypass of diseased or blocked artery (arm to chest artery),N,F,600,798,766,781,3160.52,101.06,14166.00,1664.26,827.57,73.81,1752.02,404.36,657.46,59.05,1401.62,324.33
35623,Bypass of diseased or blocked artery (arm to lower leg artery),N,F,67,80,72,77,3352.60,347.50,9574.00,1717.99,1083.97,155.63,2407.43,490.20,834.85,124.50,1925.94,391.35
35626,Bypass of diseased or blocked artery (arm to lower thigh or leg artery),N,F,239,401,310,312,4538.55,247.91,18240.00,3090.14,763.82,99.92,2831.01,511.41,598.68,0.00,2264.81,416.13
35631,Bypass of diseased or blocked artery (aorta to abdominal or kidney artery),N,F,469,888,675,678,5344.61,260.00,18300.00,3122.22,1164.15,121.59,3157.05,641.37,923.07,0.00,2525.64,514.76
35632,Bypass of diseased or blocked artery (groin to abdominal artery),N,F,43,51,51,51,5092.09,170.00,10831.00,2324.22,732.16,111.75,1848.54,492.51,585.73,89.40,1478.83,394.01
35633,Bypass of diseased or blocked artery (groin to abdominal artery),N,F,142,167,162,163,5504.22,360.00,18931.00,2995.90,1375.64,145.96,2140.16,676.94,1099.17,116.77,1712.13,540.73
35634,Bypass of diseased or blocked artery (groin to abdominal artery),N,F,40,71,49,49,5536.06,200.00,12150.00,2527.33,848.33,111.75,2760.89,653.55,675.30,0.00,2208.71,526.41
35637,Bypass of diseased or blocked artery (aorta to groin artery),N,F,99,108,106,106,3829.66,460.00,10517.00,2116.46,1200.88,124.21,2337.84,677.04,943.28,0.00,1870.27,543.89
35638,Bypass of diseased or blocked artery (aorta to groin to opposite groin artery),N,F,322,390,388,390,4010.57,91.00,12352.00,2362.48,1201.98,91.00,2215.18,688.54,950.95,72.80,1772.14,551.82
35646,Bypass of diseased or blocked artery (aorta to upper leg and opposite upper leg artery),N,F,1694,2866,2853,2857,4328.07,201.00,17181.50,2453.45,1259.79,70.46,2472.81,639.33,997.13,0.00,1978.25,511.85
35647,Bypass of diseased or blocked artery (aorta to upper leg artery),N,F,259,290,285,285,4102.44,300.00,12853.00,2243.58,1119.69,103.61,2266.25,576.09,886.19,0.00,1813.00,463.13
35650,Bypass of diseased or blocked artery (arm to opposite arm artery),N,F,93,130,129,130,2842.17,313.64,6919.00,1461.26,753.40,70.29,1300.22,405.94,600.61,56.23,1040.18,323.25
35654,Bypass of diseased or blocked artery (upper leg to lower thigh artery),N,F,884,1124,1120,1122,3790.31,143.15,48310.00,2542.26,1036.47,91.74,1866.62,521.21,825.96,73.39,1493.30,418.37
35656,Bypass of diseased or blocked artery (upper leg to lower thigh artery),N,F,3757,11327,10799,11249,3026.08,66.50,23000.00,1645.38,834.77,66.50,1865.58,377.36,662.48,0.00,1492.46,301.19
35656,Bypass of diseased or blocked artery (upper leg to lower thigh artery),N,O,26,29,29,29,2919.88,300.00,5591.70,1484.34,828.43,130.84,1323.58,439.98,661.08,104.67,1058.86,352.90
35661,Bypass of diseased or blocked artery (upper leg to opposite upper leg artery),N,F,2562,4583,4515,4545,2961.75,113.74,22610.00,1698.41,809.60,41.16,1963.11,383.13,643.40,0.00,1570.49,306.32
35663,Bypass of diseased or blocked artery (groin to opposite groin artery),N,F,94,103,101,102,3085.29,160.00,9001.00,1699.41,785.20,84.45,1829.72,472.10,614.58,46.99,1463.78,386.29
35665,Bypass on diseased or blocked groin to upper leg artery,N,F,1142,1747,1701,1729,3431.17,150.00,26000.00,2092.72,873.56,77.16,2123.55,418.96,694.72,0.00,1698.84,335.79
35666,Bypass of diseased or blocked artery (upper leg to lower leg arteries),N,F,1601,2949,2856,2936,3486.72,51.20,33711.50,2005.51,1049.02,51.20,1709.36,448.51,833.56,0.00,1367.49,360.25
35671,Bypass of diseased or blocked artery (upper leg to lower leg arteries),N,F,265,320,316,320,3095.27,205.00,10300.00,1656.89,908.95,74.89,1491.43,413.45,721.36,0.00,1193.14,333.98
35681,Bypass of diseased or blocked artery,N,F,444,687,669,683,678.30,20.00,6930.00,1095.72,61.93,10.09,108.21,31.61,49.10,0.00,86.57,25.41
35682,Bypass of diseased or blocked artery,N,F,351,464,456,463,1186.63,110.00,6000.00,678.78,351.42,14.51,482.71,80.79,279.79,11.61,386.17,65.35
35683,Bypass of diseased or blocked artery,N,F,38,40,40,40,1293.58,128.00,2802.00,598.58,400.99,53.24,500.65,101.28,320.79,42.59,400.52,81.03
35685,Insertion of vein patch at lowest portion of bypass graft,N,F,334,591,589,591,788.66,43.00,4714.00,731.64,178.80,16.70,251.39,68.46,142.42,13.36,201.11,54.64
35686,Creation of a passage between an artery and vein during procedure on leg,N,F,60,83,82,82,857.82,95.00,4585.00,1063.67,160.76,22.02,223.58,51.79,127.83,11.30,178.86,42.17
35691,Transfer and reimplantation of vertebral (brain) artery to carotid (neck) artery,N,F,39,54,53,54,2598.33,151.73,6075.00,1456.41,661.04,60.66,1090.58,334.04,528.83,48.53,872.46,267.23
35694,Transfer and reimplantation of subclavian (chest) artery to carotid (neck) artery,N,F,76,82,81,82,3001.82,238.00,6362.00,1615.89,689.42,66.48,1257.66,391.30,549.88,53.18,1006.13,313.08
35695,Transfer and reimplantation of carotid (neck) artery to subclavian (chest) artery,N,F,23,24,24,24,2999.13,285.00,5087.44,1292.00,573.16,70.16,1271.86,373.46,440.22,56.13,1017.49,286.26
35697,Reimplantation of organ artery to aortic (below kidney) prosthesis,N,F,312,426,393,393,610.63,32.00,8000.00,775.45,118.80,19.10,186.87,56.76,95.04,15.28,149.50,45.41
35700,Reoperation of upper or lower leg artery,N,F,1630,3216,3083,3196,543.06,22.72,5000.00,455.76,133.54,19.37,207.66,52.34,106.11,8.26,166.13,41.95
35700,Reoperation of upper or lower leg artery,N,O,11,11,11,11,500.91,277.00,1000.00,192.05,156.76,147.12,176.83,10.05,125.41,117.70,141.46,8.04
35701,Exploration of upper leg artery,N,F,369,708,665,673,1665.07,19.00,6000.00,1029.94,330.74,19.00,945.57,165.69,262.81,15.20,756.46,132.35
35721,Exploration of neck artery,N,F,679,933,913,925,1373.90,81.36,6500.00,872.87,317.34,29.17,826.76,157.43,253.40,23.34,661.41,125.99
35741,Exploration of lower leg artery,N,F,269,365,357,363,1399.43,53.15,6900.00,828.99,342.48,34.53,627.84,172.95,273.13,27.62,502.27,138.07
35761,Exploration of blood vessel,N,F,1384,2837,2630,2677,1392.67,35.09,13421.00,1197.23,262.28,24.44,1623.57,138.93,208.29,0.00,1298.86,111.41
35761,Exploration of blood vessel,N,O,11,11,11,11,1161.16,242.35,2185.00,585.89,198.57,27.31,385.03,144.07,158.85,21.85,308.02,115.26
35800,"Exploration of neck for postsurgical bleeding, blood clot, or infection",N,F,1165,1445,1388,1440,1510.31,56.58,8500.00,801.97,544.85,43.60,889.80,180.74,433.40,0.00,711.84,146.12
35820,"Exploration of chest for postsurgical bleeding, blood clot, or infection",N,F,2555,5910,5515,5839,4327.49,112.82,24587.00,2778.75,1379.95,112.82,2641.63,618.69,1095.28,0.00,2113.30,494.75
35840,"Exploration of abdomen for postsurgical bleeding, blood clot, or infection",N,F,1164,1491,1411,1484,2138.39,115.75,15000.00,1137.83,860.12,84.10,1498.75,318.85,682.98,0.00,1199.00,258.54
35860,"Exploration of arm or leg for postsurgical bleeding, blood clot, or infection",N,F,1949,3369,3187,3304,1452.87,57.00,22050.00,883.06,659.83,52.44,1015.34,206.25,524.36,0.00,812.27,166.68
35860,"Exploration of arm or leg for postsurgical bleeding, blood clot, or infection",N,O,20,22,22,22,1116.02,405.00,2403.00,556.23,640.05,55.66,1087.86,260.83,511.17,44.53,870.29,207.55
35870,Repair of abnormal drainage tract of blood vessel graft and bowel,N,F,69,77,74,77,3838.47,254.52,12911.00,2734.53,829.44,92.44,1526.08,454.87,663.56,73.95,1220.86,363.90
35875,Removal of blood clot of arterial or venous graft,N,F,1256,2361,2053,2257,1926.70,311.14,15748.50,929.70,489.11,107.46,1628.11,121.64,387.92,0.00,1043.04,97.75
35876,Removal of blood clot and revision of arterial or venous graft,N,F,1111,1663,1566,1642,2561.36,144.40,11721.00,1288.27,709.53,61.33,1530.11,307.76,563.93,0.00,1224.09,246.60
35879,Revision of arterial bypass of leg with placement of vein patch,N,F,459,631,602,619,2499.90,96.96,9480.00,1426.09,687.89,60.60,1232.62,325.93,544.07,0.00,986.10,262.81
35881,Revision of arterial bypass of leg with placement of relocated vein,N,F,295,366,354,363,2931.37,145.00,12757.00,1681.94,783.25,68.61,1275.20,359.17,620.78,0.00,1020.16,288.87
35883,Revision of arterial bypass of groin with placement synthetic graft,N,F,546,701,665,682,3174.44,170.00,14072.00,1854.80,921.92,78.19,2055.60,458.36,730.68,0.00,1644.48,367.39
35884,Revision of arterial bypass of groin with vein patch graft,N,F,61,61,61,61,3440.94,215.00,8134.00,1770.34,974.88,102.22,1636.97,463.06,779.90,81.78,1309.58,370.45
35901,Removal of infected neck graft,N,F,93,98,97,98,1517.15,201.00,4676.00,885.37,354.60,32.76,637.01,168.23,280.28,26.21,509.61,134.31
35903,Removal of infected graft of arm or leg,N,F,3135,8870,8148,8662,1724.57,34.24,14847.25,852.45,444.78,34.24,751.03,153.70,354.11,0.00,600.82,123.35
35903,Removal of infected graft of arm or leg,N,O,24,25,24,24,1481.85,137.46,3354.00,763.54,450.49,77.29,682.28,189.13,360.39,61.83,545.82,151.31
35905,Removal of infected chest graft,N,F,82,89,86,89,4650.17,391.00,11062.00,2433.55,1289.48,143.32,2087.19,576.29,1030.32,114.66,1669.75,460.25
35907,Removal of infected abdominal graft,N,F,385,458,450,454,4998.71,292.50,15846.00,3133.61,1475.36,147.34,2651.50,683.66,1176.69,0.00,2121.20,548.56
36002,Injection for treatment of blood clot in vessel of arm or leg,N,F,2309,4603,4394,4552,424.84,91.41,6500.00,267.39,106.15,10.57,186.45,12.93,84.03,0.00,149.16,11.70
36002,Injection for treatment of blood clot in vessel of arm or leg,N,O,129,179,173,178,478.96,161.00,1339.00,205.67,153.66,65.33,191.96,31.65,121.08,22.59,153.57,28.23
36005,Injection procedure for X-ray imaging procedure of veins of arm or leg,N,F,5443,26058,22483,23321,403.14,24.93,3800.00,372.06,35.49,3.09,88.01,9.98,28.06,0.00,70.41,7.98
