HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
41520,Revision of tissue connecting tongue to floor of mouth,N,F,11,13,12,13,1910.08,639.30,491.09,498.68
41520,Revision of tissue connecting tongue to floor of mouth,N,O,9,18,18,18,593.56,374.30,279.19,268.73
41530,"Destruction of tongue tissue, per session",N,F,68,565,295,565,5844.37,531.13,411.98,454.71
41530,"Destruction of tongue tissue, per session",N,O,100,1961,713,1961,6171.55,940.99,725.31,792.51
41599,Tongue or floor of mouth procedure,N,F,64,109,107,108,2535.03,372.89,290.33,292.89
41599,Tongue or floor of mouth procedure,N,O,22,27,25,25,465.73,139.50,102.34,109.23
41800,"Drainage of abscess, cyst, or blood accumulation of dental bone",N,F,516,556,556,556,610.04,141.13,102.87,105.23
41800,"Drainage of abscess, cyst, or blood accumulation of dental bone",N,O,77,99,99,99,476.86,261.82,195.22,199.58
41805,Removal of embedded foreign body from soft tissue of tooth bearing bone,N,F,14,18,16,16,536.74,149.03,112.04,118.24
41805,Removal of embedded foreign body from soft tissue of tooth bearing bone,N,O,27,46,46,46,505.45,269.52,204.72,198.80
41806,Removal of foreign body in dental bone,N,F,15,31,25,25,847.94,195.17,152.75,140.69
41806,Removal of foreign body in dental bone,N,O,25,29,28,28,695.87,320.78,247.00,255.74
41820,Removal of overgrown gum tissue,N,F,12,15,14,14,1148.87,226.40,177.49,177.49
41823,Removal of dental bone,N,F,13,13,13,13,1228.16,284.91,223.37,233.22
41823,Removal of dental bone,N,O,10,11,11,11,707.43,410.25,321.05,346.20
41825,Removal of growth of dental bone,N,F,96,113,106,107,904.17,102.27,79.02,78.46
41825,Removal of growth of dental bone,N,O,249,373,361,368,415.22,202.72,151.17,159.02
41826,Removal of growth of dental bone with repair,N,F,81,89,85,86,1095.71,193.54,148.29,151.67
41826,Removal of growth of dental bone with repair,N,O,227,388,376,383,560.52,293.36,224.86,234.19
41827,Removal of growth of dental bone with repair,N,F,86,103,96,97,1359.04,364.08,282.91,279.31
41827,Removal of growth of dental bone with repair,N,O,40,125,112,124,1069.85,392.57,305.09,306.55
41828,Removal of enlarged membrane covering of teeth or tooth socket,N,O,11,12,12,12,603.59,275.39,215.14,243.73
41830,Removal of tissue overgrowth at teeth or tooth socket,N,F,26,29,27,27,949.14,203.34,150.35,152.91
41830,Removal of tissue overgrowth at teeth or tooth socket,N,O,28,56,50,55,595.03,314.87,243.55,279.59
41874,Reshaping of tooth bone,N,F,96,342,179,181,1082.39,166.25,128.43,127.51
41874,Reshaping of tooth bone,N,O,57,142,88,91,541.23,248.78,189.06,222.77
41899,Relocation of mouth tissue to gum surface,N,F,128,832,203,205,425.88,91.37,71.43,71.64
41899,Relocation of mouth tissue to gum surface,N,O,77,440,109,111,260.28,68.27,53.47,53.48
42000,Incision and drainage of roof of mouth or its soft tissue projection,N,F,50,51,50,51,592.99,100.70,74.19,77.69
42000,Incision and drainage of roof of mouth or its soft tissue projection,N,O,29,43,40,43,682.90,142.25,108.84,110.29
42100,Biopsy of roof of mouth,N,F,434,885,838,861,385.91,102.33,77.78,76.33
42100,Biopsy of roof of mouth,N,O,1590,2331,2244,2287,367.21,144.89,106.03,109.62
42104,Removal of growth of roof of mouth,N,F,497,585,559,570,899.87,120.22,91.47,93.77
42104,Removal of growth of roof of mouth,N,O,867,1090,1069,1079,478.38,210.71,157.40,163.16
42106,Removal of growth of roof of mouth,N,F,257,282,275,275,1099.77,162.75,125.66,127.55
42106,Removal of growth of roof of mouth,N,O,404,620,614,617,570.47,274.16,206.12,212.30
42107,Removal of growth of roof of mouth,N,F,103,114,112,113,2182.88,678.24,527.49,526.30
42107,Removal of growth of roof of mouth,N,O,37,53,51,53,989.67,441.28,337.34,344.62
42120,Partial removal of roof of mouth,N,F,316,435,424,435,2903.35,774.41,601.84,602.60
42120,Partial removal of roof of mouth,N,O,21,22,21,22,2298.67,873.60,669.58,705.67
42140,Removal of soft tissue at roof of mouth,N,F,311,350,350,350,1017.16,229.99,179.47,184.79
42140,Removal of soft tissue at roof of mouth,N,O,102,110,110,110,578.26,235.23,178.33,185.13
42145,Removal of soft tissue at roof of mouth,N,F,656,894,891,894,2895.72,790.25,605.83,623.77
42145,Removal of soft tissue at roof of mouth,N,O,26,44,42,44,2753.34,643.33,503.28,496.13
42160,Destruction of growth or soft tissue at roof of mouth,N,F,64,79,71,77,674.45,117.19,88.06,87.41
42160,Destruction of growth or soft tissue at roof of mouth,N,O,83,110,95,108,457.70,221.29,160.07,174.11
42180,Repair of (up to 2 centimeters) laceration at roof of mouth,N,F,28,28,28,28,613.11,162.01,125.90,125.39
42182,Repair of (over 2 centimeters) laceration at roof of mouth,N,F,22,23,23,23,957.86,181.71,138.95,132.32
42200,Repair of defect of roof of mouth,N,F,18,24,23,24,3049.58,602.12,471.50,460.35
42215,Repair of defect of roof of mouth,N,F,11,11,11,11,5450.44,609.55,476.86,467.08
42225,Repair of defect of roof of mouth,N,F,14,15,14,15,2972.60,716.05,542.45,556.09
42235,Lengthening of roof of mouth,N,F,11,13,13,13,2980.34,534.98,416.60,384.17
42260,Repair of abnormal connection from nasal sinus to skin surface,N,F,18,18,18,18,2004.96,471.64,369.77,339.40
42280,Impression of cheek bone for prosthesis at roof of mouth,N,O,11,28,28,28,363.68,145.72,109.59,116.40
42281,Insertion of roof of mouth prosthesis,N,F,43,72,70,72,661.27,80.39,62.90,63.68
42299,Mouth procedure,N,F,17,20,19,20,1937.36,422.87,331.53,331.53
42300,Drainage of abscess of salivary gland,N,F,69,78,71,78,562.66,145.21,113.63,116.79
42300,Drainage of abscess of salivary gland,N,O,84,123,89,122,444.36,208.97,160.72,164.04
42305,Drainage of abscess of salivary gland,N,F,116,125,122,124,1080.55,424.02,326.59,333.76
42305,Drainage of abscess of salivary gland,N,O,14,22,21,22,831.81,449.28,340.06,340.68
42310,Drainage of lower jaw abscess,N,F,40,42,42,42,502.71,103.09,77.35,79.85
42310,Drainage of lower jaw abscess,N,O,21,23,22,23,441.48,143.99,105.55,113.14
42320,Drainage of lower jaw abscess,N,F,31,33,31,33,523.63,144.42,112.99,113.92
42330,Removal of salivary gland stone,N,F,245,279,276,277,1046.43,141.70,108.59,109.85
42330,Removal of salivary gland stone,N,O,700,862,842,861,520.42,231.96,174.28,181.85
42335,Removal of salivary gland stone,N,F,253,305,298,300,1300.61,220.16,169.14,172.42
42335,Removal of salivary gland stone,N,O,188,223,217,220,909.98,357.23,275.46,279.93
42340,Removal of salivary gland stone,N,F,66,81,80,81,1764.71,294.88,228.86,235.62
42340,Removal of salivary gland stone,N,O,29,30,29,30,1032.08,458.65,353.61,361.10
42400,Needle biopsy of salivary gland,N,F,1213,1765,1722,1731,245.07,54.58,41.83,42.32
42400,Needle biopsy of salivary gland,N,O,487,1032,956,1012,278.31,102.56,77.87,78.42
42405,Biopsy of salivary gland,N,F,281,382,379,381,1115.67,287.66,221.51,225.13
42405,Biopsy of salivary gland,N,O,268,363,360,362,689.97,293.07,219.68,233.76
42408,Removal of salivary cyst under tongue,N,F,53,56,53,56,1407.80,329.01,252.64,257.12
42408,Removal of salivary cyst under tongue,N,O,25,25,25,25,918.91,433.80,331.48,330.59
42409,Creation of tract to drain salivary gland cyst,N,F,38,40,39,40,1281.19,322.06,240.92,247.95
42409,Creation of tract to drain salivary gland cyst,N,O,28,30,30,30,738.57,308.90,237.77,252.16
42410,"Removal of salivary gland growth or salivary gland, lateral lobe",N,F,815,1045,1040,1044,2132.29,610.06,472.27,480.90
42410,"Removal of salivary gland growth or salivary gland, lateral lobe",N,O,32,41,41,41,1741.97,541.05,410.24,418.97
42415,Partial removal of salivary gland growth with release of facial nerve,N,F,3164,6646,6595,6641,3498.73,886.37,686.16,696.22
42415,Partial removal of salivary gland growth with release of facial nerve,N,O,50,56,56,56,2982.42,820.88,623.03,646.98
42420,Removal of total salivary gland growth or salivary gland with release of facial nerve,N,F,1322,2038,2031,2036,3922.02,943.22,731.45,735.61
42420,Removal of total salivary gland growth or salivary gland with release of facial nerve,N,O,25,26,25,26,3042.68,947.64,732.01,745.00
42425,Removal of total salivary gland growth or salivary gland and facial nerve,N,F,227,307,305,307,2923.39,509.80,397.04,394.48
42426,Removal of total salivary gland growth or salivary gland and surrounding lymph nodes on one side of neck,N,F,221,297,297,297,4587.26,1136.11,882.09,874.23
42440,Removal of salivary gland under floor of mouth,N,F,1712,2361,2349,2359,2265.71,509.49,392.67,403.28
42440,Removal of salivary gland under floor of mouth,N,O,26,29,29,29,1569.25,384.67,295.30,299.11
42450,Removal of salivary gland under tongue,N,F,95,101,99,99,1504.38,325.23,251.53,249.39
42500,Plastic repair of salivary duct,N,F,180,228,218,220,1841.24,369.01,282.02,294.38
42500,Plastic repair of salivary duct,N,O,44,49,49,49,1357.68,422.18,328.78,333.91
42505,Plastic repair of salivary duct,N,F,126,213,198,204,2957.44,554.18,427.26,430.27
42505,Plastic repair of salivary duct,N,O,12,32,30,32,1796.36,604.31,456.83,434.64
42550,Injection of dye for X-ray of salivary glands,N,F,75,103,97,97,398.63,61.79,45.73,46.13
42550,Injection of dye for X-ray of salivary glands,N,O,15,27,23,27,339.86,129.82,102.20,96.70
42600,Closure of abnormal salivary gland drainage tract,N,F,29,30,29,30,1935.75,264.14,208.51,187.20
42650,Insertion of probe for salivary gland duct dilation,N,F,129,182,165,176,444.71,44.48,33.84,34.25
42650,Insertion of probe for salivary gland duct dilation,N,O,400,702,604,698,204.66,81.86,60.17,60.52
42660,Salivary gland duct dilation,N,F,79,168,153,160,521.68,59.75,44.71,45.80
42660,Salivary gland duct dilation,N,O,46,345,169,344,182.17,130.18,99.93,99.84
42665,Tying salivary gland duct,N,F,15,16,16,16,710.97,148.49,116.35,115.21
42699,Salivary gland or duct procedure,N,F,134,349,307,322,1993.71,250.66,194.01,196.88
42699,Salivary gland or duct procedure,N,O,13,35,27,33,1018.25,225.14,176.42,176.51
42700,Drainage of tonsil abscess,N,F,524,568,553,568,515.78,132.81,98.82,101.47
42700,Drainage of tonsil abscess,N,O,386,438,423,437,423.27,188.60,139.02,145.67
42720,Drainage of throat abscess,N,F,183,195,187,195,1047.58,379.01,294.16,300.52
42720,Drainage of throat abscess,N,O,17,23,23,23,759.04,430.95,333.72,350.58
42725,Drainage of throat abscess,N,F,111,127,119,127,2042.72,719.62,555.19,561.86
42800,Biopsy of back of throat,N,F,682,893,861,869,523.10,87.72,66.66,67.30
42800,Biopsy of back of throat,N,O,1369,2127,2067,2114,374.60,157.91,118.93,120.16
42804,Biopsy of throat lesion behind nose,N,F,441,520,514,516,809.51,178.31,135.53,140.83
42804,Biopsy of throat lesion behind nose,N,O,177,199,197,199,442.67,171.70,134.21,135.09
42806,Biopsy of throat lesion behind nose,N,F,169,212,208,212,984.41,138.87,107.71,107.00
42806,Biopsy of throat lesion behind nose,N,O,23,31,30,31,497.86,208.94,162.46,167.07
42808,Removal or destruction of throat growth,N,F,568,684,666,673,1211.01,258.65,197.39,205.51
42808,Removal or destruction of throat growth,N,O,189,217,214,216,584.38,229.76,167.82,169.08
42809,Removal of foreign body from throat,N,F,229,234,232,234,551.77,121.47,93.62,93.01
42809,Removal of foreign body from throat,N,O,105,149,138,149,402.66,204.47,154.25,152.83
42810,Removal of congenital skin and tissue cyst,N,F,68,69,69,69,1504.88,387.94,296.71,300.15
42810,Removal of congenital skin and tissue cyst,N,O,12,12,12,12,810.39,385.49,278.14,321.72
42815,Removal of congenital cyst or abnormal drainage tract into mouth,N,F,184,198,197,197,2447.15,652.82,501.26,518.32
42820,Removal of tonsils and adenoid glands patient younger than age 12,N,F,28,29,29,29,1089.06,294.98,230.46,237.15
42821,Removal of tonsils and adenoid glands patient age 12 or over,N,F,392,472,472,472,1676.32,372.54,281.58,299.47
42826,Removal of tonsils patient age 12 or over,N,F,2195,3205,3203,3205,1486.55,328.60,250.11,263.66
42826,Removal of tonsils patient age 12 or over,N,O,46,49,49,49,921.47,238.29,180.79,190.38
42831,Removal of adenoids patient age 12 or over,N,F,292,324,324,324,1299.90,265.02,202.15,211.57
42836,Removal of adenoids patient age 12 or over,N,F,20,21,21,21,1195.69,227.49,174.49,178.30
42842,"Removal of tonsils, tissue, muscle, and bone",N,F,291,483,481,483,3261.21,660.19,513.08,510.90
42844,"Removal of tonsils, tissue, muscle, and bone",N,F,89,125,125,125,5803.43,1076.13,836.54,783.12
42845,"Removal of tonsils, tissue, muscle, and bone",N,F,65,102,102,102,6723.19,1774.42,1371.64,1282.37
42860,Removal of remaining tonsil tissue,N,F,34,34,34,34,1043.68,320.76,249.69,287.91
42860,Removal of remaining tonsil tissue,N,O,13,17,16,17,555.50,180.41,138.97,140.80
42870,Removal or destruction of growth of tongue lymph node,N,F,174,217,215,217,1735.50,540.04,416.69,429.65
42870,Removal or destruction of growth of tongue lymph node,N,O,3,36,17,36,2038.94,712.37,539.32,494.15
42890,Partial removal of throat,N,F,344,615,604,615,4503.70,1071.21,835.63,804.71
42892,Removal of throat tissue,N,F,89,123,122,123,5221.30,1478.05,1160.17,1102.66
42894,Removal of throat tissue,N,F,113,228,225,227,7402.02,2065.92,1608.70,1572.32
42900,Suture of wound or injury in the throat,N,F,46,55,54,55,1048.60,225.60,176.18,165.61
42950,Plastic or reconstructive repair of the throat,N,F,234,715,679,715,3129.81,505.95,393.47,370.70
42953,Repair of the throat at esophagus,N,F,115,199,183,199,3524.63,592.50,460.80,426.54
42955,Incision of throat for feeding,N,F,24,31,30,31,2711.47,596.87,465.38,455.49
42960,Control of bleeding of throat,N,F,98,99,98,99,561.55,156.81,116.89,110.39
42960,Control of bleeding of throat,N,O,64,77,71,77,474.03,172.07,129.91,128.87
42961,Control of bleeding of throat requiring hospitalization,N,F,101,109,103,109,1172.64,401.19,313.83,312.75
42962,Control of bleeding of throat,N,F,150,163,155,163,1554.39,482.66,374.00,366.12
42970,Control of bleeding of throat with insertion of packing,N,F,18,21,21,21,1000.51,364.98,285.21,308.52
42970,Control of bleeding of throat with insertion of packing,N,O,21,26,26,26,676.84,373.65,290.03,317.67
42971,Control of bleeding of throat with insertion of packing requiring hospitalization,N,F,15,15,15,15,995.10,400.50,313.99,320.58
42972,Control of bleeding of throat with insertion of packing,N,F,11,12,11,12,1339.40,455.09,356.84,337.06
42999,"Throat, adenoids, or tonsils procedure",N,F,78,102,101,102,2541.32,582.96,456.80,457.05
42999,"Throat, adenoids, or tonsils procedure",N,O,12,17,17,17,1331.18,510.35,399.58,400.13
43030,Severing of muscle at upper esophagus,N,F,489,791,785,789,2048.24,347.96,269.58,269.78
43100,Removal of growth of esophagus,N,F,45,55,53,54,2063.55,378.05,295.82,273.55
43101,Removal of growth of esophagus,N,F,43,51,51,51,3150.32,713.11,558.62,549.30
43107,Removal of esophagus,N,F,269,524,524,524,7501.44,1936.41,1506.73,1425.60
43112,Removal of esophagus,N,F,133,196,194,196,8012.22,2157.49,1678.68,1614.79
43113,Removal of esophagus,N,F,15,15,15,15,17274.28,3387.27,2655.21,2163.60
43117,Partial removal of lower esophagus,N,F,580,1122,1121,1122,7102.82,1862.27,1441.67,1358.31
43118,"Partial removal of lower esophagus, open chest and abdominal procedure",N,F,20,20,20,20,11561.35,2688.53,2104.02,1842.56
43121,"Partial removal of lower esophagus, open chest procedure",N,F,25,31,31,31,6384.98,2346.40,1830.05,1760.47
43122,"Partial removal of lower esophagus, open chest and abdominal procedure or open abdominal procedure",N,F,182,227,226,227,7677.06,2067.80,1615.04,1538.49
43123,Partial removal of esophagus,N,F,26,26,26,26,12675.48,3891.68,3051.07,2738.75
43124,Removal of esophagus with creation of artificial opening into the esophagus,N,F,56,70,69,70,10612.14,3172.27,2430.40,2505.29
43130,Removal of defect in wall of esophagus,N,F,583,757,756,757,2235.01,654.32,507.45,506.21
43135,Removal of defect in wall of esophagus,N,F,95,101,100,101,3392.48,1168.40,899.57,893.75
43180,Removal of esophagus tissue using an endoscope,N,F,615,1026,1018,1026,1737.37,561.71,436.12,441.91
43191,Diagnostic examination of esophagus using an endoscope,N,F,1022,3260,3027,3260,613.84,102.31,79.11,80.46
43191,Diagnostic examination of esophagus using an endoscope,N,O,20,28,28,28,345.95,101.49,77.42,81.41
43192,Injections of substance in tissue lining of esophagus using an endoscope,N,F,93,149,141,149,848.39,108.87,83.77,83.71
43193,Biopsy of esophagus using an endoscope,N,F,197,297,294,297,855.91,128.22,98.38,101.38
43194,Removal of foreign bodies of esophagus using an endoscope,N,F,191,207,206,207,596.10,188.16,143.88,143.45
43195,Balloon dilation of esophagus using an endoscope,N,F,228,454,412,454,798.50,184.92,142.34,145.55
43196,Insertion of wire and dilation of esophagus using an endoscope,N,F,140,287,248,287,948.17,206.78,159.97,163.02
43197,Diagnostic examination of esophagus using an endoscope,N,F,169,612,519,612,537.99,75.41,56.47,56.92
43197,Diagnostic examination of esophagus using an endoscope,N,O,168,1125,1054,1125,604.61,184.17,139.06,139.32
43198,Biopsy of esophagus using an endoscope,N,F,49,151,149,151,837.37,98.44,73.28,73.23
43198,Biopsy of esophagus using an endoscope,N,O,36,106,106,106,719.00,216.99,164.81,163.92
43200,Diagnostic examination of esophagus using an endoscope,N,F,3288,7027,6792,7024,753.03,89.53,68.63,69.77
43200,Diagnostic examination of esophagus using an endoscope,N,O,208,888,742,888,661.19,274.72,210.66,202.86
43201,Injections into esophagus using an endoscope,N,F,195,299,280,299,1012.26,73.64,55.57,55.09
43202,Biopsy of esophagus using an endoscope,N,F,1429,3026,2908,3026,798.97,116.89,89.24,90.59
43202,Biopsy of esophagus using an endoscope,N,O,72,251,247,251,765.05,334.46,251.61,249.35
43204,Injection of dilated esophageal veins using an endoscope,N,F,10,13,13,13,885.52,136.21,106.62,103.81
43205,Tying of esophageal veins using an endoscope,N,F,160,261,219,261,690.31,154.45,116.34,119.73
43206,Microscopic examination of esophagus using an endoscope,N,F,24,74,63,74,698.71,72.58,56.86,43.19
43210,"Diagnostic examination of esophagus, stomach, and/or upper small bowel with repair of muscle at esophagus and stomach using an endoscope",N,F,32,70,70,70,1522.06,422.29,329.46,343.27
43211,Removal of tissue lining of esophagus using an endoscope,N,F,73,104,103,104,932.38,241.68,186.29,192.32
43212,Placement of stent on esophagus using an endoscope,N,F,390,597,528,596,777.96,198.63,152.33,148.93
43213,Dilation of esophagus using an endoscope,N,F,157,324,266,324,2265.68,272.31,209.19,219.45
43213,Dilation of esophagus using an endoscope,N,O,8,153,91,153,1614.63,1372.55,1056.99,950.17
43214,Balloon dilation of esophagus using an endoscope,N,F,141,236,209,236,780.18,218.43,171.09,172.93
43215,Removal of foreign bodies in esophagus using an endoscope,N,F,854,1085,1050,1083,747.46,148.95,113.04,112.98
43216,Removal of esophageal polyps or growths using an endoscope,N,F,41,309,308,309,1461.46,447.00,348.76,411.65
43217,Removal of esophageal polyps or growths using an endoscope,N,F,57,106,103,106,813.73,156.25,122.59,129.61
43220,Balloon dilation of esophagus using an endoscope,N,F,1171,2350,1828,2349,1073.70,166.84,127.23,130.73
43220,Balloon dilation of esophagus using an endoscope,N,O,49,70,64,70,1850.10,615.57,467.23,601.31
43226,Insertion of guide wire for dilation of esophagus using an endoscope,N,F,692,1887,1476,1887,843.65,186.19,142.02,146.57
43226,Insertion of guide wire for dilation of esophagus using an endoscope,N,O,26,33,26,33,616.87,276.53,214.41,225.48
43227,Control of esophageal bleeding using an endoscope,N,F,202,303,288,303,839.62,174.12,134.42,133.99
43229,Destruction of growths of esophagus using an endoscope,N,F,720,3745,2454,3745,1356.46,305.38,231.46,236.33
43229,Destruction of growths of esophagus using an endoscope,N,O,15,48,33,48,1455.09,289.40,210.46,218.67
43231,Ultrasound examination of esophagus using an endoscope,N,F,272,571,565,571,740.05,168.32,128.80,131.44
43231,Ultrasound examination of esophagus using an endoscope,N,O,3,15,13,15,899.47,434.46,334.00,289.55
43232,Ultrasound guided fine needle aspiration or biopsy of esophagus using an endoscope,N,F,209,485,479,485,1007.83,199.75,154.44,157.44
43232,Ultrasound guided fine needle aspiration or biopsy of esophagus using an endoscope,N,O,3,15,15,15,673.80,208.81,163.71,176.25
43233,"Balloon dilation of esophagus, stomach, and/or upper small bowel using an endoscope",N,F,787,2079,1858,2076,788.66,267.50,204.71,212.28
43233,"Balloon dilation of esophagus, stomach, and/or upper small bowel using an endoscope",N,O,19,29,27,29,834.60,243.40,190.67,188.69
43235,"Diagnostic examination of esophagus, stomach, and/or upper small bowel using an endoscope",N,F,21192,413066,401512,413021,805.87,148.29,113.52,116.67
43235,"Diagnostic examination of esophagus, stomach, and/or upper small bowel using an endoscope",N,O,1926,9332,9184,9331,761.85,195.99,146.16,150.03
43236,"Injections of esophagus, stomach, and/or upper small bowel using an endoscope",N,F,6298,17063,15397,17056,891.59,94.69,72.57,72.53
43236,"Injections of esophagus, stomach, and/or upper small bowel using an endoscope",N,O,196,339,313,339,964.66,150.78,113.07,115.41
43237,"Ultrasound examination of esophagus, stomach, and/or upper small bowel using an endoscope",N,F,1177,14388,14083,14385,867.56,206.19,157.95,157.83
43237,"Ultrasound examination of esophagus, stomach, and/or upper small bowel using an endoscope",N,O,21,41,41,41,1214.05,210.19,162.16,149.41
43238,Ultrasound guided needle aspiration or biopsies of esophagus using an endoscope,N,F,1107,10548,10243,10548,1008.06,241.91,185.94,188.26
43238,Ultrasound guided needle aspiration or biopsies of esophagus using an endoscope,N,O,26,52,51,52,1321.54,258.67,196.32,189.00
43239,"Biopsy of the esophagus, stomach, and/or upper small bowel using an endoscope",N,F,22946,1912070,1837796,1912001,1118.81,169.76,129.95,131.18
43239,"Biopsy of the esophagus, stomach, and/or upper small bowel using an endoscope",N,O,3910,77290,74469,77289,970.93,294.79,224.47,214.55
43240,"Drainage of cyst of the esophagus, stomach, and/or upper small bowel using an endoscope",N,F,365,728,650,728,1278.35,405.57,313.40,312.72
43241,Insertion of catheter or tube in esophagus stomach and/or upper small bowel using an endoscope,N,F,1862,3928,3695,3925,762.57,135.48,104.96,104.63
43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",N,F,1505,26236,25319,26235,1285.39,276.84,213.65,213.12
43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",N,O,50,160,158,160,1342.62,268.16,205.42,205.99
43243,Injection of dilated veins of stomach and/or esophagus using an endoscope,N,F,693,1206,1116,1205,916.67,245.90,189.54,188.45
43243,Injection of dilated veins of stomach and/or esophagus using an endoscope,N,O,10,11,11,11,861.30,245.03,191.78,186.00
43244,Tying of dilated veins of stomach and/or esophagus using an endoscope,N,F,6675,22296,17406,22295,1006.07,280.87,214.24,219.56
43244,Tying of dilated veins of stomach and/or esophagus using an endoscope,N,O,126,212,183,212,924.51,252.55,186.71,195.67
43245,Dilation of stomach outlet using an endoscope,N,F,5656,17324,14496,17315,1031.12,234.18,178.73,182.67
43245,Dilation of stomach outlet using an endoscope,N,O,197,345,308,345,1007.59,344.53,256.49,278.98
43246,Insertion of stomach tube using an endoscope,N,F,15433,92773,89440,92763,925.96,201.38,156.62,155.81
43246,Insertion of stomach tube using an endoscope,N,O,189,259,254,259,926.50,208.03,160.42,159.38
43247,"Removal of foreign bodies of esophagus, stomach, and/or upper small bowel using an endoscope",N,F,10686,30651,29395,30637,859.70,185.40,140.89,142.50
43247,"Removal of foreign bodies of esophagus, stomach, and/or upper small bowel using an endoscope",N,O,228,329,325,329,894.37,306.12,232.50,236.58
43248,Insertion of guide wire with dilation of esophagus using an endoscope,N,F,7787,155897,142131,155892,1055.23,222.81,170.65,177.50
43337,Repair of paraesophageal hernia with mesh implant,N,F,25,28,28,28,5767.26,1181.19,923.64,911.88
43248,Insertion of guide wire with dilation of esophagus using an endoscope,N,O,516,3446,3130,3446,791.29,259.90,195.59,205.90
43249,Balloon dilation of esophagus using an endoscope,N,F,12081,135258,119305,135244,1151.31,242.73,185.58,192.54
43249,Balloon dilation of esophagus using an endoscope,N,O,782,4767,4314,4767,1268.45,576.00,439.20,491.09
43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",N,F,1805,5880,5719,5880,1166.42,250.18,192.66,192.25
43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",N,O,78,389,377,388,1030.76,334.24,252.73,248.00
43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",N,F,9409,40095,38822,40094,1180.29,290.19,223.26,223.07
43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",N,O,553,1895,1814,1895,1174.82,449.85,346.34,320.45
43252,"Microscopic examination of esophagus, stomach, and/or upper small bowel using an endoscope",N,F,148,1312,1162,1312,870.42,127.30,96.09,89.25
43253,"Injection of diagnostic or therapeutic substances or markers in esophagus, stomach, and/or upper small bowel using an endoscope",N,F,504,1734,1602,1734,1166.62,278.97,215.10,217.68
43254,"Removal of tissue lining of esophagus, stomach, and/or upper small bowel using an endoscope",N,F,1255,4948,4471,4936,1083.41,295.89,227.21,227.45
43254,"Removal of tissue lining of esophagus, stomach, and/or upper small bowel using an endoscope",N,O,26,53,51,53,1182.71,291.59,224.30,219.23
43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",N,F,11754,60578,55950,60449,987.30,218.39,169.33,169.39
43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",N,O,273,448,413,447,1173.39,452.00,347.24,348.47
43257,Heat delivery to muscle at esophagus and/or stomach to treat gastric reflux using an endoscope,N,F,121,373,349,373,1131.62,315.70,236.23,244.05
43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",N,F,1676,37626,36731,37625,1103.46,250.59,191.96,191.38
43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",N,O,67,200,198,200,986.93,235.64,177.64,178.78
43260,"Diagnostic examination of gallbladder and pancreatic, liver, and bile ducts using an endoscope",N,F,3037,6700,6552,6696,1118.56,326.27,252.66,266.91
43260,"Diagnostic examination of gallbladder and pancreatic, liver, and bile ducts using an endoscope",N,O,26,34,33,34,955.20,335.89,251.69,258.84
43261,"Biopsy of gallbladder, pancreatic, liver, and bile ducts using an endoscope",N,F,2461,8035,7442,8035,1183.41,51.06,39.71,34.53
43261,"Biopsy of gallbladder, pancreatic, liver, and bile ducts using an endoscope",N,O,20,40,32,40,792.31,190.14,149.07,152.34
43262,Incision of pancreatic outlet muscle using an endoscope,N,F,5157,34027,33185,33920,1398.37,101.00,78.38,70.16
43262,Incision of pancreatic outlet muscle using an endoscope,N,O,59,92,92,92,1411.19,113.99,88.03,81.09
43263,Pressure measurement of pancreatic or bile duct using an endoscope,N,F,84,255,247,255,1163.24,106.53,83.49,74.51
43264,Removal of stone from bile or pancreatic duct using an endoscope,N,F,5356,51469,45296,51461,1618.18,213.45,165.88,168.40
43264,Removal of stone from bile or pancreatic duct using an endoscope,N,O,73,123,120,123,1683.85,226.54,176.22,178.98
43265,Destruction of stone in bile or pancreatic duct using an endoscope,N,F,1116,2644,2356,2644,1712.62,294.11,227.46,216.29
43266,"Placement of stent in esophagus, stomach, and/or upper small bowel using an endoscope",N,F,1894,5050,4464,5029,886.11,229.59,178.19,177.66
43266,"Placement of stent in esophagus, stomach, and/or upper small bowel using an endoscope",N,O,11,12,11,12,887.25,213.40,167.30,158.24
43270,"Destruction of growths on esophagus, stomach, and/or upper small bowel using an endoscope",N,F,4720,20648,16734,20644,1375.64,267.96,205.44,209.21
