HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Minimum Submitted Charge Amount,Maximum Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Allowed Amount,Minimum Medicare Allowed Amount,Maximum Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Medicare Payment Amount,Minimum Medicare Payment Amount,Maximum Medicare Payment Amount,Standard Deviation of Medicare Payment Amount
61591,Removal of skull bone behind ear to approach brain lesion,N,F,105,142,141,142,10257.53,499.50,35238.00,5514.46,2375.66,156.31,3801.56,957.75,1870.00,122.55,2980.42,754.22
61592,Removal of cheek bone and skull to approach brain lesion,N,F,209,370,369,370,10674.11,416.71,34660.00,5517.70,1716.11,196.26,3875.70,949.54,1346.94,136.50,3038.55,749.14
61595,Removal of skull bone behind ear to approach brain lesion,N,F,130,202,198,202,9794.14,1535.04,40000.00,5844.98,1640.20,694.65,2758.95,696.23,1288.24,0.00,2207.16,554.95
61860,Implantation of neurostimulator electrodes in brain,N,F,13,17,13,17,3407.61,760.08,11048.00,2516.70,996.39,223.77,1923.62,634.05,786.28,175.44,1508.12,498.77
61596,Removal of skull bone behind ear to approach brain lesion,N,F,52,95,95,95,7067.03,1396.26,21965.00,4517.08,1516.14,184.36,2841.28,897.44,1176.91,147.49,2227.56,705.63
61597,Removal of skull base to approach brain lesion,N,F,117,161,157,160,8947.20,1023.90,36007.00,4994.72,1487.60,181.11,3474.10,868.22,1173.04,141.99,2723.69,685.49
61598,Removal of skull to approach lesion or defect at skull base with tying of sinus,N,F,50,66,66,66,8881.35,353.00,28000.00,5457.25,1498.75,191.52,3465.62,841.77,1138.57,0.00,2772.50,701.75
61600,Removal of lesion at skull base,N,F,193,287,281,284,8151.85,695.76,42315.00,5432.37,1316.69,134.72,2530.14,634.41,1033.07,105.62,2024.11,504.05
61601,Removal of lesion at skull base,N,F,340,513,508,511,8856.86,271.80,42660.00,6315.08,1152.76,151.15,3141.74,564.09,904.48,0.00,2513.39,448.51
61605,Removal of lesion at skull base,N,F,223,465,449,458,7688.56,561.50,34240.00,4430.38,1406.05,141.43,2572.32,631.08,1095.69,110.88,2057.86,492.80
61606,Removal of lesion at skull base,N,F,125,150,149,150,10393.82,736.00,53346.00,6580.71,1737.26,183.29,3939.67,952.93,1345.93,143.70,3120.23,748.44
61607,Removal of lesion at skull base,N,F,99,141,138,139,10388.54,429.95,63180.00,7971.23,1949.27,175.09,3880.32,902.16,1513.33,0.00,3042.17,723.03
61608,Removal of lesion at skull base,N,F,183,339,337,339,12836.93,532.02,62679.40,10541.45,2441.81,398.52,4306.94,1130.70,1915.58,312.44,3399.61,889.25
61615,Excision of abnormal blood vessel at skull base or upper spine bones,N,F,55,69,67,69,8881.57,749.12,37978.00,6753.79,1070.27,158.59,2562.77,504.35,844.05,126.87,2050.22,400.17
61615,Excision of abnormal blood vessel at skull base or upper spine bones,N,O,3,35,27,35,315.71,250.00,333.33,13.35,315.71,250.00,333.33,13.35,238.28,196.00,261.33,12.31
61616,Excision of abnormal blood vessel at skull base or upper spine bones,N,F,246,430,425,429,12245.96,602.49,55000.00,8121.29,2457.62,263.39,4326.22,1033.70,1925.96,139.85,3391.76,817.60
61618,Repair of brain covering by tissue or synthetic graft,N,F,363,900,860,889,6308.55,514.92,40328.00,6277.49,671.75,82.56,1577.63,294.46,527.05,64.73,1236.86,232.73
61619,Repair of brain covering by vascular or combined vascular muscle graft,N,F,156,460,367,371,6252.24,346.42,50133.79,8227.88,616.84,98.66,1908.62,388.80,484.60,77.35,1526.90,306.64
61623,Balloon occlusion of head or neck artery,N,F,141,222,213,217,2843.69,279.42,22315.00,2772.36,461.80,181.97,673.50,125.97,359.16,111.60,538.80,101.11
61624,Occlusion of abnormal artery,N,F,770,5288,4784,5150,5426.94,873.90,40754.00,4127.37,1073.81,455.24,1416.90,98.29,841.37,0.00,1110.85,79.79
61626,Occlusion of head or neck artery,N,F,675,1296,1158,1221,3871.86,530.00,32262.00,3106.33,808.21,263.34,1116.75,99.81,634.26,0.00,893.40,85.30
61630,Balloon dilation of blood vessel in head,N,F,120,157,151,156,4958.51,1270.08,25051.00,2773.27,1216.52,214.36,1548.56,183.74,952.91,168.06,1214.07,152.49
61635,Insertion of stent in blood vessel of head,N,F,180,295,284,288,4531.17,1103.28,29540.00,2787.12,1291.62,218.51,1653.74,214.26,1013.55,0.00,1322.99,179.70
61680,Repair of abnormal artery-vein connection in brain,N,F,125,140,137,139,7348.22,416.00,37542.00,4805.97,1746.56,45.54,2785.27,815.38,1369.66,35.70,2183.66,646.38
61682,Repair of abnormal artery-vein connection in brain,N,F,115,148,143,147,14180.01,986.71,49172.00,7936.49,3462.88,479.14,5576.61,1461.40,2708.77,375.64,4417.51,1145.74
61684,Repair of abnormal artery-vein connection in brain,N,F,48,50,50,50,9135.18,1200.00,25000.00,5399.74,2275.90,187.48,3564.54,984.86,1796.01,149.98,2794.60,776.59
61686,Repair of abnormal artery-vein connection in brain,N,F,62,79,78,78,15364.23,1750.00,41308.33,10132.13,3526.63,542.56,5554.84,1626.76,2785.70,425.37,4354.99,1282.95
61690,Repair of abnormal artery-vein connection in brain,N,F,21,22,21,21,7824.78,1000.00,39000.00,7659.34,1557.67,268.47,2689.59,866.49,1226.02,210.48,2151.67,683.37
61692,Repair of abnormal artery-vein connection in brain,N,F,25,27,25,27,10886.01,1162.00,45000.00,8324.93,2841.96,461.76,4516.37,1447.81,2238.03,369.41,3540.84,1140.03
61697,Repair of bulging of blood vessel (aneurysm) in brain,N,F,508,1185,1127,1141,13766.95,667.01,59772.00,8896.10,3443.83,429.72,5281.76,1417.17,2691.24,291.63,4164.71,1109.30
61698,Repair of bulging of blood vessel (aneurysm) in brain,N,F,50,65,64,64,14328.14,2041.75,62500.00,8513.13,3738.66,548.81,5721.10,1634.27,2949.88,434.66,4576.88,1289.31
62180,Creation of drainage tract for spinal fluid,N,F,31,33,33,33,6882.19,1128.96,23016.00,4977.41,1286.78,111.16,2149.22,537.65,1014.08,87.15,1684.99,423.21
61700,Repair of bulging of blood vessel (aneurysm) in brain,N,F,375,601,576,584,11122.77,450.00,66000.00,7166.31,2706.21,309.54,4615.24,1191.77,2127.16,242.69,3692.19,940.33
61702,Repair of bulging of blood vessel (aneurysm) in brain,N,F,25,33,31,31,10818.56,2084.00,24100.00,5382.31,3121.33,344.25,4754.85,1293.69,2461.11,269.89,3803.88,1022.52
61708,Repair of bulging of blood vessel (aneurysm) in brain,N,F,5,14,14,14,3824.27,1046.60,6700.00,2068.97,1938.56,284.62,2155.47,460.02,1448.66,223.15,1661.87,443.87
61710,Repair of bulging of blood vessel (aneurysm) in brain,N,F,26,57,56,56,4118.29,1000.00,16616.80,2432.30,1523.78,793.15,2084.57,232.97,1201.87,634.52,1634.31,184.00
61711,Connection of arteries in head,N,F,77,132,116,127,9144.65,1352.25,56459.00,5413.10,2044.83,224.73,3083.24,813.09,1609.21,176.18,2441.93,639.93
61720,Creation of brain lesion by stereotactic method,N,F,11,20,19,20,4924.46,1034.46,7590.00,1861.67,1192.17,547.10,1393.71,170.86,938.17,437.68,1103.82,133.67
61735,Creation of brain lesion by stereotactic method,N,F,10,19,19,19,7711.85,1745.87,33640.00,6560.83,1693.84,1429.60,2132.77,186.83,1330.41,1130.68,1672.10,146.28
61750,"Stereotactic biopsy, aspiration, or excision of brain lesion",N,F,561,906,892,901,5941.29,1077.96,44361.00,4197.22,1353.17,627.62,1884.80,197.61,1058.48,0.00,1477.68,166.87
61751,"Stereotactic biopsy, aspiration, or excision of brain lesion using CT and/or MRI guidance",N,F,702,1402,1362,1380,6120.28,756.24,40000.00,4912.91,1322.76,526.27,1834.67,198.10,1036.37,0.00,1467.74,163.88
61760,Stereotactic implantation of brain electrodes for seizure monitoring,N,F,48,76,74,75,7477.56,1536.70,14973.00,2979.17,1506.22,63.41,1872.77,264.50,1140.07,0.00,1468.26,286.93
61770,Stereotactic catheter or probe insertion for radiation source,N,F,18,33,33,33,8991.82,1778.71,33185.00,10568.40,1376.70,711.04,1781.23,331.62,1061.38,557.45,1396.48,252.43
61781,Computer-assisted procedure inside the brain,N,F,2819,12694,12356,12674,1282.68,33.26,12000.00,1393.61,227.08,21.27,315.44,46.67,177.70,0.00,252.35,37.24
61782,Computer-assisted procedure outside the brain,N,F,2786,10504,10283,10486,841.88,32.66,12000.00,994.46,191.02,23.43,248.53,17.99,148.57,0.00,198.82,16.46
61782,Computer-assisted procedure outside the brain,N,O,46,139,139,139,726.58,228.00,5250.00,637.68,185.43,84.86,229.77,13.93,142.51,39.20,180.14,18.20
61783,Computer-assisted spinal procedure,N,F,818,5029,4934,5019,971.83,35.40,10000.00,716.94,219.26,27.20,315.80,51.96,170.95,0.00,252.64,40.89
61790,Stereotactic creation of lesion of cranial nerve,N,F,116,701,614,700,4369.68,500.00,36055.56,4356.66,871.79,475.30,1155.62,94.83,679.19,372.64,842.86,75.16
61791,Stereotactic creation of brainstem lesion,N,F,33,66,64,65,3885.82,549.32,10666.00,1522.73,1021.81,152.43,1355.54,200.43,779.34,119.50,1062.74,165.95
61796,Stereotactic treatment of brain growth,N,F,860,5331,4875,5330,4784.93,314.29,50200.00,4831.94,992.28,120.60,1323.32,157.86,775.80,96.48,1049.25,125.97
61796,Stereotactic treatment of brain growth,N,O,69,222,206,222,5760.41,1089.01,50617.77,7472.37,1026.11,881.08,1323.32,108.23,801.52,376.31,1058.66,95.29
61797,Stereotactic treatment of brain growth,N,F,514,4678,2098,2307,1910.97,40.65,20371.43,3251.66,214.07,26.66,292.97,37.14,167.93,16.92,232.37,29.84
61797,Stereotactic treatment of brain growth,N,O,27,145,64,72,3068.42,237.45,9890.85,2940.19,228.12,189.81,292.97,28.24,179.48,150.33,230.57,22.13
61798,Stereotactic treatment of brain growth,N,F,688,3634,3505,3631,6881.00,406.30,53000.00,7946.60,1347.58,170.82,1819.55,262.48,1056.58,0.00,1455.64,209.35
61798,Stereotactic treatment of brain growth,N,O,44,107,106,107,7026.42,1433.00,57284.65,9228.65,1476.22,220.55,1819.55,252.18,1143.27,174.68,1426.53,216.02
61799,Stereotactic treatment of brain growth,N,F,144,858,380,411,3406.95,160.00,17937.50,4624.84,294.00,38.55,403.79,68.94,231.27,0.00,323.03,54.86
61800,Application of stereotactic headframe for stereotactic radiosurgery,N,F,624,5765,5387,5761,995.36,28.83,18500.00,1632.69,149.67,18.78,201.33,27.44,117.36,14.78,159.42,21.78
61800,Application of stereotactic headframe for stereotactic radiosurgery,N,O,27,79,75,79,2691.99,165.51,16313.25,4633.95,167.87,134.05,201.33,26.08,130.58,56.86,161.06,23.35
68100,Biopsy of sclera,N,O,464,745,694,722,399.62,100.00,1200.00,192.79,165.74,78.76,274.34,30.13,126.82,0.00,219.48,28.03
61863,Implantation of neurostimulator electrodes in brain,N,F,106,504,475,504,4876.53,244.16,17532.57,2570.10,1325.99,176.41,2464.97,478.04,1022.78,139.37,1971.98,373.29
61864,Implantation of neurostimulator electrodes in brain,N,F,54,255,255,255,1480.14,49.20,9305.00,1177.57,255.57,32.71,334.85,67.77,199.38,26.17,262.52,53.50
61867,Implantation of brain neurostimulator electrodes microelectrode recording,N,F,356,2548,2270,2536,7965.65,371.41,30757.30,5015.78,2034.98,195.14,4611.62,819.56,1588.11,152.99,3689.30,642.98
61868,Implantation of brain neurostimulator electrodes with microelectrode recording,N,F,204,889,860,866,2249.77,117.85,13957.00,1925.69,432.87,60.09,684.56,148.28,337.98,46.30,547.65,116.24
61880,Revision or removal of brain neurostimulator electrodes,N,F,217,493,421,466,2421.51,78.48,20000.00,2274.45,448.30,44.54,936.90,217.40,348.76,35.63,734.53,170.99
61885,Insertion or replacement of brain neurostimulator generator or receiver,N,F,844,5164,4745,4907,2795.95,69.65,99000.00,4124.80,712.73,32.73,17200.50,1684.04,550.83,0.00,13567.75,1300.52
61886,Insertion or replacement of brain neurostimulator generator or receiver,N,F,325,2253,2207,2237,2751.29,91.26,57153.27,2115.17,857.09,52.31,21803.27,1076.98,665.62,0.00,17093.77,847.44
61888,Revision or removal of brain neurostimulator generator or receiver,N,F,284,705,659,680,1774.36,232.19,8508.00,1153.40,351.10,173.86,1429.97,202.50,273.17,0.00,1121.10,161.14
62000,Elevation of depressed skull fracture,N,F,11,11,11,11,3338.55,238.00,9042.00,2219.88,631.33,238.00,1038.60,232.09,495.67,186.59,814.26,181.53
62005,Elevation of depressed skull fractures,N,F,36,36,36,36,4275.95,223.78,14462.00,2887.73,763.58,83.11,1485.06,470.81,600.50,65.41,1164.29,369.83
62010,Elevation of depressed skull fracture,N,F,79,95,91,91,5600.03,654.00,51690.00,6492.57,1099.75,100.54,1880.48,450.54,855.28,78.82,1474.29,356.30
62100,Repair of membrane covering the brain,N,F,257,424,409,424,6493.33,135.00,20398.65,5065.96,956.08,97.64,1942.43,479.36,750.01,0.00,1553.94,380.90
62120,Repair and reshaping of herniated brain through skull,N,F,54,63,62,62,5117.78,864.55,10361.00,2087.40,1372.30,215.35,1986.22,473.34,1068.88,168.83,1563.40,389.60
62121,Repair of herniation of brain at skull base,N,F,96,144,142,144,5723.57,862.00,12716.00,2223.33,1214.06,110.34,2036.90,440.59,946.26,86.50,1629.52,358.59
62140,Reshaping of (up to 5 centimeter diameter) skull bone defect,N,F,587,957,937,954,4677.41,134.54,30000.00,4468.31,532.60,63.53,1260.70,274.51,413.52,0.00,1008.56,216.69
62141,Reshaping of (larger than 5 centimeter in diameter) skull bone defect,N,F,553,821,800,814,5461.80,78.08,40000.00,4850.05,704.81,69.99,1510.74,376.52,550.04,0.00,1208.59,297.09
62142,Removal of bone flap or prosthesis from skull,N,F,514,688,666,684,3319.91,143.60,25000.00,2737.96,631.28,54.53,1081.20,285.62,492.26,0.00,851.66,226.74
62143,Replacement of bone flap or prosthesis in skull,N,F,533,884,856,873,3609.04,178.29,25828.00,2878.48,700.15,65.28,1390.86,370.50,546.56,0.00,1105.65,292.48
62145,Reshaping of skull bone defect,N,F,96,378,293,298,5744.48,211.37,42210.00,5438.28,535.63,84.59,1683.68,368.54,418.89,66.32,1337.95,287.80
62146,Reconstruction and (up to 5 centimeter in diameter) graft of skull bone defect,N,F,68,109,107,107,4842.16,495.00,54081.00,6624.45,606.15,75.85,1532.49,347.47,477.08,59.47,1225.99,274.14
62147,Reconstruction and (larger than 5 centimeter in diameter) graft of skull bone defect,N,F,84,122,119,120,5314.52,189.22,40000.00,4553.10,895.03,101.12,1957.06,551.40,704.59,79.28,1534.34,434.71
62148,Removal of skull bone graft,N,F,54,61,61,61,603.73,150.00,3500.00,548.84,130.54,109.97,156.73,13.00,103.06,87.93,125.38,10.29
62160,Insertion of brain fluid shunt catheter using an endoscope,N,F,191,480,450,475,1143.94,159.34,11204.00,1664.95,191.68,156.53,260.01,20.04,149.35,0.00,203.85,19.81
62161,Release of brain scar tissue or cyst drainage using an endoscope,N,F,103,123,122,123,7330.23,375.00,35029.00,7024.32,1164.23,112.96,1864.59,505.24,902.61,88.56,1476.76,396.21
62162,Drainage of brain cyst using an endoscope,N,F,42,44,44,44,5318.49,932.80,19350.00,3608.67,1485.75,239.37,2322.35,706.51,1162.83,187.67,1820.72,553.05
62164,Removal of brain tumor using an endoscope,N,F,53,60,60,60,10243.92,473.00,60492.00,12230.50,1643.07,141.36,2478.65,667.98,1278.39,110.83,1955.07,541.69
62165,Removal of pituitary gland tumor using an endoscope,N,F,559,1365,1345,1363,6825.20,799.00,50000.00,4827.63,1044.80,197.93,3437.50,267.96,818.25,155.17,2695.00,212.57
62190,Creation of brain fluid drainage shunt,N,F,24,40,40,40,1212.98,71.50,9150.00,2133.74,306.84,71.50,1104.25,343.29,240.87,56.06,865.73,268.96
62192,Creation of brain fluid drainage shunt,N,F,131,190,181,188,3139.31,155.80,9185.00,1810.79,556.48,59.80,1191.93,282.52,438.22,46.88,934.47,222.96
62194,Replacement or irrigation of brain catheter,N,F,32,63,59,63,1245.84,213.00,4000.00,612.47,303.76,27.63,406.77,99.49,233.22,21.66,325.07,76.44
62200,Creation of brain fluid drainage shunt,N,F,44,49,49,49,5037.17,553.00,13647.00,3308.73,859.50,89.53,1690.64,500.77,675.49,71.60,1352.51,394.36
62201,Endoscopic or stereotactic creation of spinal fluid drainage tract,N,F,121,202,198,202,6093.50,1300.00,40000.00,5683.35,1119.34,437.50,1471.56,205.63,874.93,343.00,1177.25,165.27
62220,Creation of brain fluid drainage shunt,N,F,119,213,209,212,4946.30,335.00,23045.00,3254.48,818.96,60.88,1257.02,309.50,640.51,47.73,1005.62,242.81
62223,Creation of brain fluid drainage shunt,N,F,3321,8712,8581,8689,4224.74,138.81,41200.00,3952.80,769.53,64.64,1395.80,348.25,602.77,0.00,1107.71,274.78
62223,Creation of brain fluid drainage shunt,N,O,14,16,15,15,7423.96,1720.00,36295.00,7881.67,785.00,149.25,1257.06,323.56,619.19,117.01,1005.65,256.22
62225,Replacement or irrigation of brain fluid drainage shunt catheter,N,F,435,602,544,597,2245.56,400.86,15400.00,1750.13,430.97,188.97,688.11,102.77,334.11,108.58,539.48,82.02
62230,Replacement or revision of brain fluid drainage shunt valve or catheter,N,F,1629,2843,2506,2827,3442.43,44.50,35000.00,3230.43,637.01,44.50,1812.42,266.19,495.29,0.00,1374.10,211.21
62252,Reprogramming of programmable brain and spinal fluid shunt,N,F,599,1804,1438,1800,290.19,31.00,3000.00,365.55,44.36,6.19,89.87,7.98,33.63,0.00,70.46,7.25
62252,Reprogramming of programmable brain and spinal fluid shunt,N,O,1187,5507,3794,5492,345.62,41.95,3000.00,328.13,83.48,33.78,106.86,13.75,63.19,0.00,84.64,12.76
62256,Removal of brain and spinal fluid shunt system,N,F,622,819,779,810,2314.31,88.84,25000.00,2112.82,471.98,37.87,789.50,181.55,367.12,0.00,618.97,145.47
64632,Destruction of nerve of foot,N,O,1555,22918,7859,22134,214.86,65.71,2178.57,138.06,87.29,13.71,144.98,12.87,65.78,0.00,114.82,10.85
62258,Removal and replacement of brain and spinal fluid shunt system,N,F,477,612,571,609,4340.93,130.00,41500.00,3878.18,851.42,112.48,1499.71,366.93,662.38,0.00,1199.77,293.94
62263,Injection or mechanical removal of spinal canal scar tissue,N,F,71,459,414,459,1348.18,371.54,5600.00,918.24,374.55,149.77,640.64,51.49,292.70,118.91,497.17,39.50
62263,Injection or mechanical removal of spinal canal scar tissue,N,O,22,234,206,234,962.75,500.00,2500.00,453.73,671.83,500.00,820.91,40.09,522.41,157.32,643.60,40.52
62264,Injection or mechanical removal of spinal canal scar tissue,N,F,660,11719,7144,11717,2289.09,80.00,27752.00,3299.41,317.72,32.69,640.64,125.73,246.44,25.63,512.51,99.13
62264,Injection or mechanical removal of spinal canal scar tissue,N,O,288,5151,2986,5151,1018.78,243.14,8118.00,741.46,449.98,117.25,543.39,34.14,350.77,70.89,426.02,31.17
62267,Aspiration of spinal disc or tissue for diagnosis,N,F,1775,2866,2759,2819,638.14,148.23,11234.00,398.96,155.07,14.00,216.11,13.88,121.14,4.05,169.43,13.17
62267,Aspiration of spinal disc or tissue for diagnosis,N,O,39,48,45,48,749.29,230.50,2480.00,409.32,241.36,192.94,270.13,14.20,188.10,83.83,216.10,19.21
62268,Aspiration of spinal cord cyst or fluid-filled cavity,N,F,129,190,181,186,1729.42,200.00,11200.00,1775.62,279.76,124.30,434.86,40.95,217.37,97.45,340.93,33.93
62268,Aspiration of spinal cord cyst or fluid-filled cavity,N,O,29,56,44,54,1367.08,357.81,4200.00,1074.70,252.02,87.39,296.19,36.47,190.17,68.51,232.21,36.58
62269,Biopsy of spinal cord,N,F,77,99,97,99,1130.94,250.00,3916.00,652.96,237.28,21.81,298.63,58.89,185.38,17.10,238.90,48.67
62270,Spinal tap for diagnosis,N,F,29310,80885,79045,80779,356.53,21.37,8000.00,197.46,77.62,1.74,218.16,7.92,59.97,0.00,171.04,7.62
62270,Spinal tap for diagnosis,N,O,1824,5073,4591,5069,376.01,17.00,1837.51,176.44,161.92,17.00,212.43,17.19,122.52,0.00,168.04,18.07
62272,Spinal tap with drainage of spinal fluid,N,F,2889,5605,5273,5592,538.97,28.70,8000.00,449.10,78.59,5.37,218.16,20.41,60.82,0.00,168.94,16.63
62272,Spinal tap with drainage of spinal fluid,N,O,227,518,451,518,481.73,91.40,1500.00,217.52,204.05,75.00,259.96,22.63,156.80,0.00,203.81,25.74
62273,Injection of blood or blood clot into spinal canal,N,F,2005,2776,2464,2642,746.98,100.02,14000.00,694.27,130.14,24.97,417.89,63.56,99.65,0.00,334.31,51.51
62273,Injection of blood or blood clot into spinal canal,N,O,299,391,368,390,558.25,112.61,2100.00,294.87,173.50,84.67,206.12,15.71,128.38,15.09,164.90,26.23
62280,Injection of substance into spinal canal to destroy nerve tissue,N,F,21,88,72,86,928.51,151.94,3000.00,448.70,139.52,86.88,353.86,58.54,110.21,68.37,277.43,46.35
62280,Injection of substance into spinal canal to destroy nerve tissue,N,O,8,210,161,210,347.92,125.00,2500.00,214.12,318.29,125.00,394.18,21.80,249.39,98.00,309.03,16.96
62281,Injection of spinal canal to destroy nerve,N,F,58,441,323,418,1244.14,27.00,19268.98,1175.81,183.91,27.00,626.00,141.42,142.94,21.17,500.80,110.66
62281,Injection of spinal canal to destroy nerve,N,O,35,351,263,350,581.05,133.61,3175.06,219.71,240.14,133.61,291.26,16.95,178.22,25.00,217.72,20.57
62282,Injection of spinal canal to destroy nerve,N,F,190,1071,794,997,943.29,137.32,15700.00,1035.61,180.25,20.26,640.64,147.17,137.61,0.00,508.40,115.05
62282,Injection of spinal canal to destroy nerve,N,O,124,3198,1871,3191,623.59,75.00,3175.06,411.04,290.35,75.00,346.44,44.85,224.97,59.04,271.61,36.93
62284,Injection of dye for X-ray imaging of spinal canal,N,F,7790,45827,45256,45726,473.69,75.74,9000.00,252.97,82.73,30.51,111.32,5.70,63.07,0.00,87.28,6.26
62284,Injection of dye for X-ray imaging of spinal canal,N,O,1221,9936,9814,9905,649.49,25.00,3200.00,246.00,190.84,25.00,243.36,15.28,145.97,0.00,184.30,15.05
62287,Aspiration of lower spine disc,N,F,225,487,468,480,4674.78,124.00,42000.00,5333.54,729.24,124.00,1832.99,374.74,570.83,97.22,1446.84,296.23
62287,Aspiration of lower spine disc,N,O,16,19,19,19,1619.22,562.50,4784.00,1286.17,543.32,56.59,649.22,121.55,428.88,44.36,508.99,96.21
62290,Injection of dye for X-ray imaging of spine disc,N,F,938,6844,2664,2798,824.99,171.85,6595.00,543.40,120.67,51.66,195.70,15.20,92.32,0.00,154.62,14.66
62290,Injection of dye for X-ray imaging of spine disc,N,O,515,6688,2098,2677,873.30,300.00,3875.00,429.16,237.45,173.41,408.37,38.80,182.82,0.00,324.95,32.94
62291,Injection of dye for X-ray imaging of spine disc,N,F,131,668,281,285,743.19,83.64,6000.00,632.50,112.59,27.09,191.32,17.80,87.26,21.24,150.00,13.60
62291,Injection of dye for X-ray imaging of spine disc,N,O,82,844,267,456,735.03,292.00,2100.00,280.13,241.42,147.09,389.46,41.57,186.78,16.10,311.57,36.26
62292,Injection of chemical enzyme into herniated spinal disc,N,F,14,21,19,19,2288.43,1200.00,3273.08,737.44,397.70,43.25,684.48,175.53,305.46,34.26,536.63,132.44
62292,Injection of chemical enzyme into herniated spinal disc,N,O,4,105,90,105,1289.56,1000.00,3500.00,794.98,646.71,548.56,662.69,35.44,505.28,422.49,517.32,30.06
62310,Injection of diagnostic or therapeutic substances into lower spine,N,F,8094,189987,122038,189656,1156.98,67.06,16598.54,1041.29,174.05,52.46,445.43,95.61,132.85,0.00,350.69,74.43
62310,Injection of diagnostic or therapeutic substances into lower spine,N,O,3556,91170,54486,90948,726.41,100.00,5000.00,388.53,245.11,100.00,320.95,20.30,185.00,0.00,251.63,18.90
62311,Injection of diagnostic or therapeutic substances into upper or middle spine,N,F,17726,781154,490932,779231,1017.71,21.37,16324.29,978.65,149.54,3.42,465.76,100.32,114.56,0.00,366.65,77.97
62311,Injection of diagnostic or therapeutic substances into upper or middle spine,N,O,5716,342352,197263,341448,641.25,50.00,4900.00,329.33,206.63,50.00,271.59,17.92,156.51,0.00,213.26,15.64
62318,Injection and continuous infusion into spinal canal,N,F,10618,35862,35211,35820,984.34,50.40,23600.00,694.06,105.34,32.57,434.86,32.27,82.16,0.00,340.93,25.32
62318,Injection and continuous infusion into spinal canal,N,O,120,680,454,678,648.95,242.20,11151.34,621.38,229.87,116.77,308.11,23.27,176.00,35.48,241.56,22.28
62319,Injection and continuous infusion into spinal canal,N,F,6817,22175,20919,22141,904.89,45.00,50000.00,797.68,113.08,6.62,658.48,79.44,87.70,0.00,526.78,61.81
62319,Injection and continuous infusion into spinal canal,N,O,278,2386,1434,2373,615.98,94.31,5246.00,394.09,169.71,50.00,213.02,12.92,129.28,0.00,167.01,15.21
62350,"Implantation, revision, or repositioning of spinal canal medication catheter",N,F,1606,7325,6715,7294,2909.35,202.75,37800.00,2935.24,491.99,51.52,2411.70,293.54,377.59,0.00,1890.77,227.12
62350,"Implantation, revision, or repositioning of spinal canal medication catheter",N,O,63,124,107,113,1756.05,398.68,11700.00,1673.69,366.04,193.86,458.91,57.53,276.47,29.40,359.79,54.06
62351,"Implantation, revision, or repositioning of catheter in spinal canal for medication administration",N,F,149,398,391,397,3555.75,165.15,26134.00,2822.46,459.57,57.15,1130.35,311.83,351.88,0.00,886.19,243.82
62355,Removal of implanted catheter in spinal canal,N,F,840,1382,1354,1374,1553.91,29.64,32000.00,2013.44,170.93,16.47,621.17,82.94,130.76,0.00,487.00,66.38
62355,Removal of implanted catheter in spinal canal,N,O,36,96,94,96,929.42,376.70,5150.00,687.11,236.72,47.78,310.74,49.38,181.69,0.00,243.62,42.77
62360,Implantation or replacement of spinal canal drug infusion device,N,F,270,554,538,554,1505.65,57.71,21856.07,2002.95,276.37,38.56,2033.43,278.58,210.52,0.00,1594.21,214.42
62360,Implantation or replacement of spinal canal drug infusion device,N,O,9,12,11,12,1243.55,328.98,3064.00,998.82,282.58,147.43,328.98,54.40,221.98,115.58,260.55,43.03
62361,Implantation or replacement of spinal canal drug infusion pump,N,F,62,103,103,103,3061.20,85.00,30780.63,5580.74,1326.62,27.37,14456.17,3620.36,1045.80,21.90,11333.64,2857.16
62362,Implantation or replacement of programmable spinal canal drug infusion pump,N,F,1948,9013,8760,9011,5273.34,72.17,99999.99,10578.21,1767.17,24.04,17284.12,4166.63,1354.44,0.00,13664.41,3209.29
62362,Implantation or replacement of programmable spinal canal drug infusion pump,N,O,53,75,74,75,1562.83,388.49,6000.00,1118.54,295.03,60.01,450.61,98.40,216.75,2.94,353.28,85.25
62365,Removal of spinal canal drug infusion pump or device,N,F,943,1369,1358,1368,1616.75,33.36,15000.00,1685.76,360.15,18.35,1855.76,331.81,275.30,0.00,1484.61,256.75
62365,Removal of spinal canal drug infusion pump or device,N,O,16,21,19,21,1325.58,125.00,4000.00,1091.08,259.43,125.00,367.14,69.89,187.66,44.04,287.84,70.34
62367,Electronic analysis of spinal canal drug infusion pump,N,F,626,1928,1593,1928,170.41,24.45,3123.38,209.72,24.75,19.67,33.61,2.44,18.40,0.00,26.35,3.40
62367,Electronic analysis of spinal canal drug infusion pump,N,O,1128,5777,3969,5771,208.63,25.20,2198.50,226.43,42.04,25.20,52.16,3.72,30.93,0.00,41.18,4.82
62368,Electronic analysis and reprogramming of spinal canal drug infusion pump,N,F,1593,13033,6241,13021,241.27,25.94,13068.52,458.07,33.65,10.01,46.35,2.74,25.14,0.00,36.83,3.31
