HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
49180,"Needle biopsy of abdominal cavity growth, accessed through the skin",N,O,254,563,553,561,521.37,160.45,122.93,122.73
49203,"Removal or destruction of (5 centimeters or less) abdominal cavity growths, cysts, or abnormal tissue, open procedure",N,F,1950,2781,2772,2781,3212.61,791.93,615.32,620.17
49203,"Removal or destruction of (5 centimeters or less) abdominal cavity growths, cysts, or abnormal tissue, open procedure",N,O,13,13,13,13,1517.64,692.31,540.09,579.77
49204,"Removal or destruction of (5.1 to 10.0 centimeters) abdominal cavity growths, cysts, or abnormal tissue, open abdominal procedure",N,F,1025,1388,1385,1386,4353.39,1184.78,922.06,919.19
49205,"Removal or destruction of (greater than 10.0 centimeters) abdominal cavity growths, cysts, or abnormal tissue, open procedure",N,F,1298,2001,1988,2001,5185.13,1428.54,1112.61,1109.61
49215,Removal of pelvic or tailbone growth,N,F,145,169,169,169,6153.72,1730.79,1352.61,1351.27
49220,Liver and/or bone marrow biopsy with removal of spleen and lymph nodes,N,F,8,17,17,17,2784.28,565.77,443.57,436.47
49250,Removal of navel and surrounding tissue,N,F,223,252,250,251,1641.92,468.20,363.76,373.12
49255,Removal of lining covering abdominal organs,N,F,928,1153,1151,1153,2093.82,502.37,388.63,396.82
49320,Diagnostic examination of the abdomen using an endoscope,N,F,6298,9283,9222,9272,1250.68,268.48,206.96,213.34
49320,Diagnostic examination of the abdomen using an endoscope,N,O,33,33,33,33,1167.57,237.80,182.94,187.46
49321,Biopsy of abdomen using an endoscope,N,F,3360,5159,5128,5151,1300.04,238.27,183.88,189.61
49321,Biopsy of abdomen using an endoscope,N,O,16,16,16,16,1008.87,197.78,146.37,162.26
49322,Aspiration of abdominal cavity or cyst using an endoscope,N,F,1170,1378,1369,1377,1383.96,271.89,210.97,218.53
49323,Drainage of lymph fluid to abdominal cavity using an endoscope,N,F,254,419,415,419,1567.98,425.37,329.97,327.62
49324,Insertion of abdominal cavity catheter using an endoscope,N,F,2597,9654,9460,9645,1247.16,369.92,282.69,293.44
49324,Insertion of abdominal cavity catheter using an endoscope,N,O,18,26,25,26,1125.45,368.81,263.58,278.72
49325,Revision of abdominal cavity catheter using an endoscope,N,F,1237,2594,2355,2592,1297.61,394.90,301.38,313.47
49326,Suture of internal abdominal lining using an endoscope,N,F,415,1169,1145,1169,543.17,174.43,134.58,139.17
49327,Examination of abdomen with insertion of devices for radiation therapy using endoscope,N,F,13,33,33,33,460.22,115.78,90.49,88.61
49329,Procedure on abdomen using an endoscope,N,F,906,1363,1347,1354,2924.54,624.07,488.01,488.01
49400,Injection of air or X-ray contrast material into abdominal cavity,N,F,460,825,755,823,382.31,88.14,67.33,68.70
49400,Injection of air or X-ray contrast material into abdominal cavity,N,O,79,367,313,367,398.17,117.10,84.79,88.42
49402,Removal of foreign body from abdominal cavity,N,F,782,1076,1058,1075,2341.49,670.04,518.43,526.99
49402,Removal of foreign body from abdominal cavity,N,O,12,12,12,12,1684.45,817.42,640.86,655.11
49405,"Fluid collection drainage by catheter using imaging guidance, accessed through the skin",N,F,3264,6443,5862,6123,1076.61,208.58,162.28,162.64
49405,"Fluid collection drainage by catheter using imaging guidance, accessed through the skin",N,O,16,20,17,18,2668.30,834.44,639.56,668.77
49406,"Fluid collection drainage by catheter using imaging guidance, accessed through the skin",N,F,6520,30497,27053,28729,1066.69,213.05,165.71,165.53
49406,"Fluid collection drainage by catheter using imaging guidance, accessed through the skin",N,O,54,100,86,95,2306.52,888.93,678.44,672.55
49407,"Fluid collection drainage by catheter using imaging guidance, accessed throug vagina or rectum",N,F,242,302,285,295,1212.32,229.45,177.78,177.79
49411,"Insertion of devices in abdominal cavity for radiation therapy guidance, accessed through the skin",N,F,510,1176,1163,1176,966.59,191.04,147.53,146.69
49411,"Insertion of devices in abdominal cavity for radiation therapy guidance, accessed through the skin",N,O,48,100,99,100,1524.65,515.09,399.24,419.31
49412,"Insertion of devices for radiation therapy guidance in abdominal cavity, open procedure",N,F,49,95,94,95,308.90,81.66,63.86,63.44
49418,Insertion of abdominal catheter through the skin using imaging guidance including radiological supervision and interpretation,N,F,2256,4474,4368,4434,1671.33,225.18,174.35,176.96
49418,Insertion of abdominal catheter through the skin using imaging guidance including radiological supervision and interpretation,N,O,80,343,331,343,3807.08,1398.56,1061.34,1133.98
49419,Insertion of abdominal cavity catheter for drug delivery beneath the skin,N,F,294,534,532,534,1506.11,307.58,240.25,241.46
49421,"Insertion of abdominal cavity catheter for drainage or dialysis, open procedure",N,F,1353,3232,3152,3232,1120.10,232.86,175.58,183.53
49421,"Insertion of abdominal cavity catheter for drainage or dialysis, open procedure",N,O,17,20,20,20,760.26,198.84,153.06,158.91
49422,Removal of abdominal cavity catheter,N,F,4148,10479,10303,10477,1173.93,348.02,267.59,276.89
49422,Removal of abdominal cavity catheter,N,O,167,310,303,310,960.67,353.38,267.25,277.54
49423,Exchange of abdominal cavity drainage catheter using imaging guidance,N,F,2335,8431,6639,8018,645.57,69.04,53.27,52.98
49423,Exchange of abdominal cavity drainage catheter using imaging guidance,N,O,33,88,51,87,1229.56,446.67,346.89,341.90
49424,Injection of contrast through abdominal cavity catheter for X-ray study,N,F,2934,19549,13493,17885,243.61,33.84,26.10,25.98
49424,Injection of contrast through abdominal cavity catheter for X-ray study,N,O,73,213,135,192,451.72,134.17,104.42,103.55
49425,Insertion of shunt from jugular vein to abdominal cavity,N,F,131,213,201,213,1936.65,604.38,471.20,475.62
49426,Revision of shunt from jugular vein to abdominal cavity,N,F,84,151,137,151,1981.27,581.13,450.13,456.30
49427,Injection for X-ray study of shunt from jugular vein to abdominal cavity,N,F,74,113,105,113,219.15,41.97,32.56,32.42
49429,Removal of shunt from jugular vein to abdominal cavity,N,F,62,76,71,76,1297.25,384.36,297.89,305.71
49435,"Insertion of abdominal cavity catheter extension, beneath the skin",N,F,139,372,367,372,353.90,116.43,89.35,93.17
49436,Creation of abdominal cavity catheter exit site,N,F,142,387,381,386,610.63,184.59,137.47,149.27
49436,Creation of abdominal cavity catheter exit site,N,O,57,135,133,135,444.76,174.22,128.77,141.53
49440,Insertion of stomach tube (accessed through the skin) using fluoroscopic guidance with contrast,N,F,3746,18419,18256,18409,1450.49,226.61,176.18,177.29
49440,Insertion of stomach tube (accessed through the skin) using fluoroscopic guidance with contrast,N,O,49,167,161,167,3274.87,978.25,763.59,812.46
49441,Percutaneous insertion of small bowel tube (accessed through the skin) using fluoroscopic guidance with contrast,N,F,838,1210,1170,1209,1682.52,243.83,189.72,191.91
49442,Insertion of large bowel tube (accessed through the skin) using fluoroscopic guidance with contrast,N,F,71,73,72,73,1403.51,209.25,162.63,165.22
49446,"Conversion of stomach tube to small bowel tube using fluoroscopic guidance with contrast, accessed through the skin",N,F,1723,4482,4391,4481,1125.64,127.23,98.66,99.05
49446,"Conversion of stomach tube to small bowel tube using fluoroscopic guidance with contrast, accessed through the skin",N,O,7,20,16,20,3201.80,876.53,686.24,737.01
49450,"Replacement of stomach or large bowel tube using fluoroscopic guidance with contrast, accessed through the skin",N,F,3833,15214,13736,15209,671.70,68.38,51.88,52.45
49450,"Replacement of stomach or large bowel tube using fluoroscopic guidance with contrast, accessed through the skin",N,O,147,1437,1037,1437,2133.99,679.62,527.83,526.05
49451,"Replacement of small bowel tube using fluoroscopic guidance with contrast, accessed through the skin",N,F,2590,6344,5185,6336,783.87,93.80,71.74,72.90
49451,"Replacement of small bowel tube using fluoroscopic guidance with contrast, accessed through the skin",N,O,72,158,112,158,2042.92,651.74,506.17,577.84
49452,"Replacement of stomach to small bowel tube using fluoroscopic guidance with contrast, accessed through the skin",N,F,2635,10747,8115,10747,1048.17,145.39,111.12,112.28
49452,"Replacement of stomach to small bowel tube using fluoroscopic guidance with contrast, accessed through the skin",N,O,43,96,77,96,3028.12,877.44,650.52,709.96
49590,Repair of hernia between abdominal muscles,N,F,993,1097,1089,1097,1775.48,507.12,391.22,397.29
49460,"Mechanical removal of obstructive material in stomach, large, or small bowel tube using fluoroscopic guidance with contrast",N,F,502,698,666,697,602.83,48.28,37.42,38.02
49460,"Mechanical removal of obstructive material in stomach, large, or small bowel tube using fluoroscopic guidance with contrast",N,O,28,35,33,35,1511.72,617.02,483.75,529.33
49465,"Contrast injections for x-ray imaging through existing tube in stomach, small bowel or large bowel, accessed through the skin",N,F,6992,17870,16798,17832,203.81,31.69,24.36,24.29
49465,"Contrast injections for x-ray imaging through existing tube in stomach, small bowel or large bowel, accessed through the skin",N,O,90,137,121,137,394.17,146.39,113.52,120.12
49501,Repair of trapped groin hernia patient age 6 months to younger than 5 years,N,F,7,12,12,12,2183.54,612.69,461.14,428.03
49505,Repair of groin hernia patient age 5 years or older,N,F,14791,83602,82465,82975,2089.30,590.27,455.54,449.74
49505,Repair of groin hernia patient age 5 years or older,N,O,247,313,313,313,1340.46,523.19,402.54,390.88
49507,Repair of trapped groin hernia patient age 5 years or older,N,F,7185,13790,13708,13763,2227.34,568.81,440.85,438.30
49507,Repair of trapped groin hernia patient age 5 years or older,N,O,41,43,43,43,1759.46,578.99,452.92,431.25
49520,Repair of trapped groin hernia,N,F,5543,9136,9061,9113,2298.85,661.34,510.84,512.05
49520,Repair of trapped groin hernia,N,O,33,33,33,33,1938.19,606.27,471.07,459.52
49521,Repair of trapped groin hernia,N,F,2203,2741,2733,2737,2239.28,656.82,508.89,507.64
49525,Repositioning of sliding groin hernia,N,F,1317,2195,2188,2193,2150.16,618.21,476.97,473.57
49540,Repair of abdominal muscle herniation,N,F,185,189,187,189,1948.67,568.12,437.04,445.16
49550,Repositioning of groin hernia,N,F,1355,1530,1525,1527,2023.14,562.04,435.67,435.83
49553,Repositioning of trapped groin hernia,N,F,2604,3061,3055,3058,2006.60,524.81,408.37,409.09
49555,Repositioning of groin hernia,N,F,174,185,182,184,1846.00,529.81,413.70,409.32
49557,Repositioning of trapped groin hernia,N,F,257,270,270,270,2597.21,641.61,490.75,499.41
49560,Repair of incisional or abdominal hernia,N,F,12782,34215,33457,33659,2147.89,607.28,469.05,477.38
49560,Repair of incisional or abdominal hernia,N,O,100,112,105,105,1941.12,647.21,479.99,487.02
49561,Repair of trapped incisional or abdominal hernia,N,F,8453,17774,17477,17521,2663.00,758.92,588.20,596.48
49561,Repair of trapped incisional or abdominal hernia,N,O,41,46,45,46,2137.34,803.70,627.59,628.78
49565,Repair of incisional or abdominal hernia,N,F,5310,8831,8618,8729,2123.93,585.35,451.67,463.13
49565,Repair of incisional or abdominal hernia,N,O,30,34,34,34,1921.44,679.98,489.76,538.24
49566,Repair of incisional or abdominal hernia,N,F,3499,5517,5394,5454,2520.56,697.91,541.09,548.30
49566,Repair of incisional or abdominal hernia,N,O,12,13,13,13,1971.05,732.62,574.37,586.93
49568,"Placement of mesh to repair incisional or abdominal hernia, open procedure",N,F,12326,40899,40102,40514,757.19,240.45,186.36,189.64
49568,"Placement of mesh to repair incisional or abdominal hernia, open procedure",N,O,98,107,106,107,699.02,264.83,201.68,209.42
49570,Repair of trapped incisional or abdominal hernia,N,F,886,1009,1007,1008,1733.32,462.46,356.00,363.48
49572,Repair of trapped incisional or abdominal hernia,N,F,699,808,805,806,1890.88,493.52,381.19,389.12
49585,Repair of hernia at navel patient age 5 years or older,N,F,11038,26746,26699,26730,1718.53,394.23,302.38,312.24
49585,Repair of hernia at navel patient age 5 years or older,N,O,98,105,105,105,1289.21,359.64,279.33,281.80
49587,Repair of trapped hernia at navel patient age 5 years or older,N,F,6464,11197,11186,11192,1923.87,451.20,347.63,355.27
49587,Repair of trapped hernia at navel patient age 5 years or older,N,O,36,37,37,37,1571.43,394.93,306.51,305.22
49600,Repair of fluid accumulation at navel,N,F,16,17,17,17,1920.15,539.90,423.29,426.94
49650,Repair of groin hernia using an endoscope,N,F,6667,33810,32698,32753,2712.94,572.42,441.94,405.94
49650,Repair of groin hernia using an endoscope,N,O,104,123,123,123,2149.02,444.28,344.70,282.56
49651,Repositioning of recurrent groin hernia using an endoscope,N,F,2936,4948,4901,4907,2394.94,611.35,471.31,458.24
49651,Repositioning of recurrent groin hernia using an endoscope,N,O,23,23,23,23,1458.44,507.88,394.06,323.50
49652,Repair of hernia using an endoscope,N,F,4870,9496,9348,9369,2286.65,593.55,457.43,467.91
49652,Repair of hernia using an endoscope,N,O,26,26,26,26,1998.29,525.05,401.30,413.66
49653,Repair of trapped hernia using an endoscope,N,F,2838,5153,4805,4809,2670.44,718.09,553.45,565.72
49653,Repair of trapped hernia using an endoscope,N,O,13,13,13,13,2164.99,892.17,697.35,683.45
49654,Repair of incisional hernia using an endoscope,N,F,4124,8076,7966,7979,2460.82,674.49,521.03,532.33
49654,Repair of incisional hernia using an endoscope,N,O,21,23,21,21,1892.36,613.99,481.37,485.30
49655,Repair of trapped incisional hernia using an endoscope,N,F,2638,4881,4784,4793,2807.79,790.50,611.37,621.35
49655,Repair of trapped incisional hernia using an endoscope,N,O,18,18,18,18,2947.41,899.25,618.38,711.47
49656,Repair of incisional hernia using an endoscope,N,F,1397,1857,1833,1841,2439.50,720.34,553.85,569.92
49657,Repair of trapped incisional hernia using an endoscope,N,F,966,1357,1327,1334,3423.54,1009.79,775.98,792.26
49659,Hernia repair procedure using an endoscope,N,F,639,1047,1017,1021,2540.20,585.96,456.23,456.23
49900,Suture of postsurgical abdominal wall opening,N,F,1227,1412,1381,1411,2055.07,632.41,493.59,497.07
49904,Harvest of abdominal cavity lining for grafting,N,F,181,289,286,289,4487.75,1092.99,856.82,871.68
49905,Placement of flap to repair abdominal wall,N,F,2490,5050,5007,5046,1182.25,300.69,234.43,235.26
49906,Placement of flap of lining of abdominal cavity including blood vessels,N,F,11,11,11,11,7445.64,2314.17,1814.30,1814.30
49999,Abdominal procedure,N,F,808,1421,1366,1408,1836.74,429.80,335.83,335.83
49999,Abdominal procedure,N,O,56,132,115,132,934.17,251.30,196.39,196.39
50010,Exploration of kidney,N,F,104,162,159,162,2078.61,445.05,348.58,335.78
50020,"Incision and drainage of kidney abscess, open procedure",N,F,50,50,50,50,2660.73,908.40,712.18,715.09
50040,Insertion of tube for kidney drainage,N,F,93,183,167,183,3372.88,744.16,576.31,571.88
50045,Exploration of kidney,N,F,12,13,13,13,3017.72,742.06,581.77,589.04
50060,Removal of kidney stone,N,F,46,47,46,47,3066.81,901.82,690.07,716.27
50075,Removal of kidney stones,N,F,31,39,39,39,3325.14,1247.32,977.30,980.67
50080,"Removal or crushing kidney stone (up to 2 centimeters) or insert kidney stent using an endoscope, accessed through the skin",N,F,1146,2218,2102,2218,2970.37,856.08,663.81,677.12
50081,"Removal or crushing kidney stone (over 2 centimeters) or insert kidney stent using an endoscope, accessed through the skin",N,F,1949,4688,4320,4680,3894.20,1190.07,921.47,930.63
50081,"Removal or crushing kidney stone (over 2 centimeters) or insert kidney stent using an endoscope, accessed through the skin",N,O,15,15,15,15,3966.99,1291.00,962.35,1015.21
50130,Removal of kidney stone,N,F,72,74,74,74,2631.44,586.87,460.11,458.61
50200,"Needle biopsy of kidney, accessed through the skin",N,F,6929,33330,32119,33223,765.41,144.91,110.12,112.05
50200,"Needle biopsy of kidney, accessed through the skin",N,O,129,485,443,484,1333.01,622.35,461.15,458.36
50205,Biopsy of kidney,N,F,320,1043,1033,1042,2254.86,419.84,322.67,320.71
50220,"Removal of kidney and partial removal of urinary duct (ureter), open procedure",N,F,1442,1984,1976,1983,3058.35,759.40,584.41,570.20
50225,"Removal of kidney and partial removal of urinary duct (ureter), open procedure",N,F,247,277,277,277,3337.73,900.63,703.49,682.11
50230,"Removal of kidney, lymph nodes, and/or blood clot from major vein (vena cava) with partial removal of urinary duct (ureter), open procedure",N,F,2304,4169,4149,4151,3731.80,904.71,702.80,710.49
50230,"Removal of kidney, lymph nodes, and/or blood clot from major vein (vena cava) with partial removal of urinary duct (ureter), open procedure",N,O,10,11,11,11,3470.78,1000.86,784.67,787.23
50234,Removal of kidney and urinary duct (ureter) with partial removal of bladder,N,F,565,690,689,689,3732.14,924.67,718.01,716.64
50236,Removal of kidney and urinary duct (ureter) with partial removal of bladder,N,F,344,402,401,402,3465.78,976.08,756.94,772.20
50240,Partial removal of kidney,N,F,1569,2777,2752,2774,3867.43,997.89,770.73,780.74
50250,"Destruction of 1 or more growths in kidney, open procedure",N,F,69,95,95,95,2555.78,832.96,652.97,677.49
50280,Removal of kidney cysts,N,F,158,184,183,183,2641.72,511.10,398.72,404.69
50320,"Removal of donor kidney, open procedure",N,F,43,83,82,82,4674.60,1169.70,1081.47,1141.98
50323,Preparation of donor kidney for transplantation,N,F,698,8474,8455,8466,1603.03,108.79,84.62,84.62
50325,"Preparation of donor kidney for transplantation, open or endoscopic procedure",N,F,487,2187,2185,2186,1533.05,89.87,68.47,68.47
50327,Preparation of donor kidney for transplantation,N,F,411,2570,2523,2525,721.73,98.67,76.38,77.42
50328,Preparation of donor kidney for transplantation,N,F,336,1248,1129,1131,626.54,82.18,63.37,61.42
50329,Preparation of donor kidney for transplantation,N,F,37,74,74,74,513.60,81.81,62.89,65.82
50340,Removal of kidney from patient receiving donor kidney,N,F,30,34,34,34,3228.66,903.07,698.06,635.95
50360,Transplantation of donor kidney,N,F,801,12504,12491,12498,8333.32,2013.31,1547.83,1567.64
50365,Removal of kidney and transplantation of donor kidney,N,F,113,190,190,190,10025.03,2375.77,1769.04,1788.08
50370,Removal of previously transplanted donor kidney,N,F,419,783,776,781,3694.48,980.04,757.73,765.65
50380,Removal with relocation of kidney,N,F,25,28,28,28,6343.22,1305.23,987.88,1045.65
50382,"Removal and replacement of indwelling stent in urinary duct (ureter) including radiological supervision and interpretation, accessed through the skin",N,F,530,822,677,792,1715.41,295.74,229.42,215.76
50384,"Removal of indwelling stent in urinary duct (ureter) including radiological supervision and interpretation, accessed through the skin",N,F,307,354,342,345,1746.93,254.35,196.72,187.49
50385,Removal and replacement of indwelling stent in urinary duct (ureter) including radiological supervision and interpretation,N,F,159,327,256,323,1735.90,269.34,209.06,203.28
50385,Removal and replacement of indwelling stent in urinary duct (ureter) including radiological supervision and interpretation,N,O,6,52,12,51,2872.97,1291.87,1011.65,892.25
50386,Removal of indwelling stent in urinary duct (ureter) including radiological supervision and interpretation,N,F,74,163,159,163,1040.29,172.59,132.09,127.65
50386,Removal of indwelling stent in urinary duct (ureter) including radiological supervision and interpretation,N,O,32,74,70,74,1706.25,747.58,579.17,577.53
50387,Removal and replacement of stent in kidney and urinary duct (ureter) using fluoroscopic guidance including radiological supervision and interpretation,N,F,1501,5037,3341,4704,919.72,104.57,79.83,73.66
50387,Removal and replacement of stent in kidney and urinary duct (ureter) using fluoroscopic guidance including radiological supervision and interpretation,N,O,19,33,24,31,1821.20,591.87,461.88,421.34
50389,Removal of kidney drainage tube (ureter) using fluoroscopic guidance,N,F,2143,3717,3573,3625,487.85,54.11,41.94,40.64
50389,Removal of kidney drainage tube (ureter) using fluoroscopic guidance,N,O,51,66,65,65,1059.48,270.99,210.11,211.29
50390,"Aspiration and/or injection kidney cyst, accessed through the skin",N,F,2821,9605,8654,9028,437.18,63.13,48.92,47.78
50390,"Aspiration and/or injection kidney cyst, accessed through the skin",N,O,52,72,67,72,335.86,81.96,60.43,61.11
50391,Instillations of drug into kidney and/or urinary duct (ureter),N,F,34,119,73,118,409.45,73.40,55.35,58.45
50391,Instillations of drug into kidney and/or urinary duct (ureter),N,O,30,140,40,140,323.33,105.06,81.49,77.30
50392,"Introduction of kidney catheter for drainage and/or injection, accessed through the skin",N,F,4700,19947,18553,19559,770.28,183.13,142.40,134.00
50392,"Introduction of kidney catheter for drainage and/or injection, accessed through the skin",N,O,29,46,40,46,553.26,155.61,119.49,120.18
50393,"Instillation of drug into kidney or urinary duct (ureter), accessed through the skin",N,F,3696,11935,10938,11582,881.07,219.94,170.79,165.02
50393,"Instillation of drug into kidney or urinary duct (ureter), accessed through the skin",N,O,51,67,63,66,647.24,195.63,149.75,150.16
50394,Injection procedure for x-ray imaging of kidney and urinary duct (ureter),N,F,5215,20441,16404,19506,336.43,37.37,28.94,27.75
50394,Injection procedure for x-ray imaging of kidney and urinary duct (ureter),N,O,261,550,450,537,457.72,82.17,63.10,63.47
50395,"Dilation of kidney and/or urinary duct (ureter) with creation of drainage tract, accessed through the skin",N,F,1394,3533,3333,3529,769.82,138.09,106.48,107.06
50395,"Dilation of kidney and/or urinary duct (ureter) with creation of drainage tract, accessed through the skin",N,O,12,17,15,17,597.63,127.61,98.10,99.49
50396,Measurement of urine flow in kidneys and urinary ducts (ureters),N,F,41,55,52,52,493.08,99.81,74.81,76.83
50398,Change of kidney drainage tube,N,F,4705,28487,18382,26262,715.80,74.40,56.99,52.53
50398,Change of kidney drainage tube,N,O,157,549,261,530,1646.41,480.44,370.16,380.63
50400,Reconstruction of kidney,N,F,110,126,126,126,2909.43,769.61,598.02,615.03
50405,Reconstruction of congenital kidney defect,N,F,56,66,66,66,3674.57,1034.64,811.16,796.81
50500,Suture of wound or injury of kidney,N,F,49,60,60,60,3960.38,729.28,571.76,603.23
50541,Destruction of kidney cysts using an endoscope,N,F,398,502,497,502,2332.61,600.11,464.44,470.62
50542,Destruction of kidney growths using an endoscope,N,F,268,467,463,465,2888.03,886.58,680.51,700.34
50543,Partial removal of kidney using an endoscope,N,F,1946,6112,6065,6109,4165.58,1132.28,878.99,879.79
50543,Partial removal of kidney using an endoscope,N,O,15,15,15,15,3028.91,947.25,742.65,719.55
50544,Repair of kidney using an endoscope,N,F,605,804,798,802,3411.66,931.62,718.27,731.49
50545,Removal of kidney and lymph nodes using an endoscope,N,F,2914,7241,7215,7229,3704.12,1023.09,793.27,796.89
50545,Removal of kidney and lymph nodes using an endoscope,N,O,25,43,43,43,2674.95,806.40,632.21,650.30
50546,Removal of kidney and partial removal of urinary duct (ureter) using an endoscope,N,F,1462,2697,2689,2692,3394.62,941.61,728.37,719.66
50546,Removal of kidney and partial removal of urinary duct (ureter) using an endoscope,N,O,14,16,16,16,2897.89,761.86,541.39,620.90
50547,Removal of kidney from living donor using an endoscope,N,F,447,2226,2221,2225,6302.65,1313.13,1219.57,1241.43
50548,Removal of kidney and urinary duct (ureter) using an endoscope,N,F,1759,2962,2952,2955,3743.90,1005.64,783.20,779.83
50548,Removal of kidney and urinary duct (ureter) using an endoscope,N,O,10,11,11,11,3602.39,1163.33,912.05,910.19
50549,Kidney procedure using an endoscope,N,F,123,168,167,167,4011.22,773.75,601.35,601.35
50551,Examination of kidney using an endoscopy which is inserted through an already created kidney opening,N,F,130,170,165,170,927.32,222.64,171.54,177.70
50553,Insertion of catheter into urinary duct (ureter) using an endoscopy which is inserted through an already created kidney opening,N,F,122,168,160,168,1218.19,251.37,196.39,194.29
50555,Kidney biopsy using an endoscopy which is inserted through an already created kidney opening,N,F,48,54,53,54,1542.19,296.69,232.60,229.46
50557,Destruction and/or removal of kidney growths using an endoscopy which is inserted through an already created kidney opening,N,F,49,71,65,71,1285.71,277.96,216.30,210.75
50561,Removal of kidney foreign body or stone using an endoscopy which is inserted through an already created kidney opening,N,F,233,399,366,399,1792.51,362.36,279.39,287.85
50562,Removal of kidney tumor using an endoscopy which is inserted through an already created kidney opening,N,F,47,65,55,65,2041.61,500.05,384.49,399.15
50570,Examination of kidney using an endoscope,N,F,37,43,42,43,1309.63,405.16,317.64,319.60
50572,Insertion of catheter into urinary duct (ureter) using an endoscope,N,F,20,24,24,24,1483.60,422.10,322.34,315.77
50575,Dilation and urinary duct (ureter) stent insertion using an endoscope,N,F,79,92,89,92,2000.54,653.51,508.57,506.69
50576,Destruction and/or removal of kidney growths using an endoscope,N,F,14,39,29,39,1962.02,463.46,360.40,340.19
50580,Removal of kidney foreign body or stone using an endoscope,N,F,42,98,92,95,1672.20,403.64,311.92,306.44
50590,Shock wave crushing of kidney stones,N,F,6843,70941,60684,70718,3624.62,752.17,581.62,589.27
50590,Shock wave crushing of kidney stones,N,O,294,650,598,650,2520.16,730.13,555.12,563.17
50592,"Destruction of 1 or more growths in one kidney, accessed through the skin",N,F,429,935,915,935,3353.40,370.38,287.52,290.28
50592,"Destruction of 1 or more growths in one kidney, accessed through the skin",N,O,8,16,15,16,7733.68,3011.94,2361.36,2396.97
50593,"Destruction of growths in one kidney, accessed through the skin",N,F,797,2067,2017,2067,3460.33,473.79,367.76,371.13
50600,Exploration of urinary duct (ureter),N,F,51,54,54,54,2797.53,695.53,529.16,538.93
50605,Insertion of stent in urinary duct (ureter),N,F,495,3229,3203,3215,2717.78,478.02,369.48,363.06
50610,Removal of stone from upper urinary duct (ureter),N,F,19,19,19,19,1999.11,493.36,358.28,369.12
50620,Removal of stone from middle urinary duct (ureter),N,F,20,20,20,20,2127.41,533.38,418.17,423.00
50630,Removal of stone from lower urinary duct (ureter),N,F,25,25,25,25,2151.65,468.15,367.03,369.61
50630,Removal of stone from lower urinary duct (ureter),N,O,12,13,13,13,987.33,529.98,379.66,442.32
50650,Removal of urinary duct (ureter) and partial removal of bladder,N,F,324,374,374,374,2821.18,564.52,438.77,448.64
50660,Removal of an extra urinary duct (ureter),N,F,38,38,38,38,3821.67,787.45,617.37,608.56
50684,Injection of urinary duct (ureter) for X-ray imaging,N,F,427,1683,1398,1581,470.49,32.64,25.05,23.11
50684,Injection of urinary duct (ureter) for X-ray imaging,N,O,26,44,37,43,483.30,103.16,80.88,73.89
50688,Change of tube or stent in urinary duct (ureter),N,F,1180,4977,2440,3922,293.98,75.29,56.89,58.65
50688,Change of tube or stent in urinary duct (ureter),N,O,34,68,44,65,228.99,69.02,52.29,52.11
50690,Injection of bladder and urinary duct (ureter) for X-ray imaging,N,F,1477,2345,2171,2308,342.35,59.99,46.14,47.04
50690,Injection of bladder and urinary duct (ureter) for X-ray imaging,N,O,164,390,372,389,394.55,89.66,67.08,73.47
50700,Reconstruction of urinary duct (ureter),N,F,52,78,76,78,3119.43,727.80,567.64,549.66
50715,Release of scar tissue at urinary duct (ureter),N,F,1039,2603,2592,2601,3795.88,873.53,682.20,597.44
50715,Release of scar tissue at urinary duct (ureter),N,O,11,11,11,11,2849.32,948.82,743.88,688.08
50722,Release of abnormal veins blocking urinary duct (ureter),N,F,30,62,61,61,3069.73,708.84,552.26,560.38
50725,Repair and repositioning of abnormally positioned duct (ureter),N,F,13,13,13,13,3191.10,743.96,583.27,559.34
50727,Revision of opening from urinary tract to skin,N,F,145,186,178,186,1755.00,392.68,303.99,308.82
50728,Revision of opening from urinary tract to skin with repair of hernia,N,F,66,89,89,89,2436.81,443.36,341.12,350.59
50740,Connection of urinary duct (ureter) to kidney,N,F,58,72,71,72,2935.66,804.91,603.25,623.99
50760,Removal and reconnection of diseased or injured portion of urinary duct (ureter),N,F,351,397,396,397,3335.74,795.94,620.21,623.69
50770,Partial removal of urinary duct (ureter) with connection to opposite urinary duct,N,F,40,43,43,43,3784.09,724.57,568.07,563.16
50780,Connection to bladder of lower portion of urinary duct (ureter),N,F,598,818,816,818,3511.64,926.73,704.12,700.79
50782,Connection of extra urinary duct (ureter) to bladder,N,F,14,16,16,16,4884.42,803.91,630.27,622.79
50783,Connection of lower portion of urinary duct (ureter) to bladder,N,F,32,36,36,36,5174.66,966.43,754.48,670.90
50785,Repair of urinary duct (ureter) with creation of bladder and muscle flap,N,F,484,565,562,565,3680.89,938.76,728.06,725.71
50800,Connection of urinary duct (ureter) to bowel,N,F,129,157,157,157,3456.25,779.88,611.17,543.92
50815,Connection of urinary duct (ureter) to large bowel with creation of opening,N,F,47,54,54,54,5196.29,953.85,747.81,708.49
